riverseg,landseg,floafo,floalf,floccn,flocex,flocfo,flocid,flocpd,flofor,flohom,flohvf,flohwm,flohyo,flohyw,flolwm,flonal,flonex,flonhi,flonho,flonhy,flonid,flonlo,flonpa,flonpd,flopas,florcn,florex,florid,florpd,flotrp,flours,tn afo,tn alf,tn ccn,tn cex,tn cfo,tn cid,tn cpd,tn for,tn hom,tn hvf,tn hwm,tn hyo,tn hyw,tn lwm,tn nal,tn nex,tn nhi,tn nho,tn nhy,tn nid,tn nlo,tn npa,tn npd,tn pas,tn rcn,tn rex,tn rid,tn rpd,tn trp,tn urs,tp afo,tp alf,tp ccn,tp cex,tp cfo,tp cid,tp cpd,tp for,tp hom,tp hvf,tp hwm,tp hyo,tp hyw,tp lwm,tp nal,tp nex,tp nhi,tp nho,tp nhy,tp nid,tp nlo,tp npa,tp npd,tp pas,tp rcn,tp rex,tp rid,tp rpd,tp trp,tp urs,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
PU4_3970_3890,A54057,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.124,0.124,0.000,0.000,0.124,0.000,0.000,0.113,0.124,0.113,0.124,0.124,0.124,0.124,0.124,0.201,0.124,0.124,0.124,0.147,0.124,0.149,0.147,0.149,0.151,0.201,0.147,0.147,0.149,0.124
PU4_3970_3890,B24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.239,0.239,0.000,0.000,0.239,0.000,0.000,0.194,0.239,0.194,0.239,0.239,0.239,0.239,0.239,0.144,0.239,0.239,0.239,0.260,0.239,0.542,0.260,0.542,0.325,0.144,0.260,0.260,0.542,0.239
PU4_3970_3890,F24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.239,0.239,0.000,0.000,0.239,0.000,0.000,0.194,0.239,0.194,0.239,0.239,0.239,0.239,0.239,0.144,0.239,0.239,0.239,0.260,0.239,0.542,0.260,0.542,0.325,0.144,0.260,0.260,0.542,0.239
PU4_3970_3890,F54057,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.124,0.124,0.000,0.000,0.124,0.000,0.000,0.113,0.124,0.113,0.124,0.124,0.124,0.124,0.124,0.201,0.124,0.124,0.124,0.147,0.124,0.149,0.147,0.149,0.151,0.201,0.147,0.147,0.149,0.124
PU4_3990_3780,A24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.660,0.660,0.000,0.000,0.660,0.000,0.000,0.483,0.660,0.483,0.660,0.660,0.660,0.660,0.660,0.322,0.660,0.660,0.660,0.279,0.660,0.404,0.279,0.404,0.276,0.322,0.279,0.279,0.404,0.660
PU4_3990_3780,B54057,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.440,0.440,0.000,0.000,0.440,0.000,0.000,0.363,0.440,0.363,0.440,0.440,0.440,0.440,0.440,0.400,0.440,0.440,0.440,0.360,0.440,0.400,0.360,0.400,0.435,0.400,0.360,0.360,0.400,0.440
PU4_3990_3780,F24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.660,0.660,0.000,0.000,0.660,0.000,0.000,0.483,0.660,0.483,0.660,0.660,0.660,0.660,0.660,0.322,0.660,0.660,0.660,0.279,0.660,0.404,0.279,0.404,0.276,0.322,0.279,0.279,0.404,0.660
PU4_4210_4170,A54027,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.323,0.323,0.000,0.000,0.323,0.000,0.000,0.276,0.323,0.276,0.323,0.323,0.323,0.323,0.323,0.427,0.323,0.323,0.323,0.275,0.323,0.213,0.275,0.213,0.187,0.427,0.275,0.275,0.213,0.323
PU4_4310_4210,A54027,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.196,0.196,0.000,0.000,0.196,0.000,0.000,0.173,0.196,0.173,0.196,0.196,0.196,0.196,0.196,0.183,0.196,0.196,0.196,0.203,0.196,0.186,0.203,0.186,0.159,0.183,0.203,0.203,0.186,0.196
PU4_4310_4210,A54031,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.109,0.109,0.000,0.000,0.109,0.000,0.000,0.111,0.109,0.111,0.109,0.109,0.109,0.109,0.109,0.111,0.109,0.109,0.109,0.113,0.109,0.111,0.113,0.111,0.110,0.111,0.113,0.113,0.111,0.109
PU4_4310_4210,B54031,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.179,0.179,0.000,0.000,0.179,0.000,0.000,0.148,0.179,0.148,0.179,0.179,0.179,0.179,0.179,0.190,0.179,0.179,0.179,0.179,0.179,0.236,0.179,0.236,0.180,0.190,0.179,0.179,0.236,0.179
PU4_4440_3970,A54057,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.236,0.236,0.000,0.000,0.236,0.000,0.000,0.219,0.236,0.219,0.236,0.236,0.236,0.236,0.236,0.217,0.236,0.236,0.236,0.296,0.236,0.270,0.296,0.270,0.248,0.217,0.296,0.296,0.270,0.236
PU4_4440_3970,B24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.342,0.342,0.000,0.000,0.342,0.000,0.000,0.394,0.342,0.394,0.342,0.342,0.342,0.342,0.342,0.585,0.342,0.342,0.342,0.506,0.342,0.457,0.506,0.457,0.457,0.585,0.506,0.506,0.457,0.342
PU4_5050_4310,A54023,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.071,0.071,0.000,0.000,0.071,0.000,0.000,0.073,0.071,0.073,0.071,0.071,0.071,0.071,0.071,0.061,0.071,0.071,0.071,0.073,0.071,0.116,0.073,0.116,0.080,0.061,0.073,0.073,0.116,0.071
PU4_5050_4310,A54071,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.053,0.053,0.000,0.000,0.053,0.000,0.000,0.056,0.053,0.056,0.053,0.053,0.053,0.053,0.053,0.058,0.053,0.053,0.053,0.054,0.053,0.063,0.054,0.063,0.062,0.058,0.054,0.054,0.063,0.053
PU4_5050_4310,B54023,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.113,0.113,0.000,0.000,0.113,0.000,0.000,0.102,0.113,0.102,0.113,0.113,0.113,0.113,0.113,0.159,0.113,0.113,0.113,0.148,0.113,0.189,0.148,0.189,0.132,0.159,0.148,0.148,0.189,0.113
PU4_5050_4310,B54031,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.221,0.221,0.000,0.000,0.221,0.000,0.000,0.166,0.221,0.166,0.221,0.221,0.221,0.221,0.221,0.401,0.221,0.221,0.221,0.215,0.221,0.138,0.215,0.138,0.124,0.401,0.215,0.215,0.138,0.221
PU4_5050_4310,F54023,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.071,0.071,0.000,0.000,0.071,0.000,0.000,0.073,0.071,0.073,0.071,0.071,0.071,0.071,0.071,0.062,0.071,0.071,0.071,0.074,0.071,0.117,0.074,0.117,0.081,0.062,0.074,0.074,0.117,0.071
PU4_5050_4310,F54071,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.053,0.053,0.000,0.000,0.053,0.000,0.000,0.056,0.053,0.056,0.053,0.053,0.053,0.053,0.053,0.058,0.053,0.053,0.053,0.054,0.053,0.063,0.054,0.063,0.062,0.058,0.054,0.054,0.063,0.053
PU5_3930_4170,A24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.157,0.157,0.000,0.000,0.157,0.000,0.000,0.142,0.157,0.142,0.157,0.157,0.157,0.157,0.157,0.204,0.157,0.157,0.157,0.182,0.157,0.400,0.182,0.400,0.139,0.204,0.182,0.182,0.400,0.157
PU5_3930_4170,A54027,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.176,0.176,0.000,0.000,0.176,0.000,0.000,0.154,0.176,0.154,0.176,0.176,0.176,0.176,0.176,0.181,0.176,0.176,0.176,0.260,0.176,0.181,0.260,0.181,0.132,0.181,0.260,0.260,0.181,0.176
PU5_3930_4170,B54057,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.224,0.224,0.000,0.000,0.224,0.000,0.000,0.203,0.224,0.203,0.224,0.224,0.224,0.224,0.224,0.215,0.224,0.224,0.224,0.244,0.224,0.215,0.244,0.215,0.190,0.215,0.244,0.244,0.215,0.224
PU5_3930_4170,F24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.157,0.157,0.000,0.000,0.157,0.000,0.000,0.142,0.157,0.142,0.157,0.157,0.157,0.157,0.157,0.204,0.157,0.157,0.157,0.182,0.157,0.400,0.182,0.400,0.139,0.204,0.182,0.182,0.400,0.157
PU5_4170_4020,A24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.497,0.497,0.000,0.000,0.497,0.000,0.000,0.305,0.497,0.305,0.497,0.497,0.497,0.497,0.497,0.413,0.497,0.497,0.497,0.436,0.497,0.413,0.436,0.413,0.413,0.413,0.436,0.436,0.413,0.497
PU5_4170_4020,A54027,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.336,0.336,0.000,0.000,0.336,0.000,0.000,0.312,0.336,0.312,0.336,0.336,0.336,0.336,0.336,0.353,0.336,0.336,0.336,0.293,0.336,0.353,0.293,0.353,0.469,0.353,0.293,0.293,0.353,0.336
PU5_4170_4020,F24001,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.158,1.578,0.000,0.000,0.158,0.000,0.000,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,1.578,0.497,0.497,0.000,0.000,0.497,0.000,0.000,0.305,0.497,0.305,0.497,0.497,0.497,0.497,0.497,0.413,0.497,0.497,0.497,0.436,0.497,0.413,0.436,0.413,0.413,0.413,0.436,0.436,0.413,0.497
PU6_3440_3590,A24043,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.400,2.000,0.000,0.000,1.400,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.146,1.463,0.000,0.000,0.146,0.000,0.000,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,0.184,0.184,0.000,0.000,0.184,0.000,0.000,0.226,0.184,0.226,0.184,0.184,0.184,0.184,0.184,0.239,0.184,0.184,0.184,0.222,0.184,0.356,0.222,0.356,0.206,0.239,0.222,0.222,0.356,0.184
