river,Nexit,lakeflag,resflag,timestep(min)
SU2_0800_0850,3,0,S,60
SU2_0830_0831,3,0,S,60
SU2_0890_0900,3,0,S,60
SU2_0900_0870,3,0,S,60
SU2_0920_0830,3,0,S,60
SU2_0990_0950,3,0,S,60
SU2_1020_0980,3,0,S,60
SU2_1200_1310,3,0,S,60
SU2_1210_1310,3,0,S,60
SU2_1290_1500,3,0,S,60
SU2_1550_1620,3,0,S,60
SU3_0010_0190,3,0,S,60
SU3_0090_0170,3,0,S,60
SU3_0140_0180,3,0,S,60
SU3_0170_0270,3,0,S,60
SU3_0180_0230,3,0,S,60
SU3_0190_0300,3,0,S,60
SU3_0240_0350,3,1,V,60
SU3_0370_0490,3,0,S,60
SU3_0490_0530,3,0,S,60
SU3_0590_0540,3,0,S,60
SU3_0710_0910,3,0,S,60
SU3_0770_0690,3,0,S,60
SU3_0790_0770,3,0,S,60
SU3_0810_0970,3,0,S,60
SU3_0831_0790,3,1,S,60
SU3_0870_0730,3,0,S,60
SU3_0910_1010,3,0,S,60
SU3_0970_1120,3,0,S,60
SU3_1280_1590,3,0,S,60
SU3_1310_1280,3,0,S,60
SU3_1500_1420,3,0,S,60
SU4_0220_0250,3,0,S,60
SU4_0230_0220,3,0,S,60
SU4_0250_0340,3,0,S,60
SU4_0260_0350,3,0,S,60
SU4_0270_0430,3,0,S,60
SU4_0300_0310,3,0,S,60
SU4_0350_0420,3,0,S,60
SU4_0430_0420,3,0,S,60
SU4_0580_0630,3,0,S,60
SU4_0630_0650,3,0,S,60
SU4_0690_0650,3,0,S,60
SU5_0310_0400,3,0,S,60
SU5_0340_0310,3,0,S,60
SU5_0400_0460,3,0,S,60
SU5_0420_0500,3,0,S,60
SU5_0460_0480,3,0,S,60
SU5_0530_0610,3,0,S,60
SU5_0600_0750,3,0,S,60
SU5_0610_0600,3,0,S,60
SU5_0650_0530,3,0,S,60
SU7_0750_0850,3,0,S,60
SU6_0480_0520,3,0,S,60
SU6_0500_0550,3,0,S,60
SU6_0520_0500,3,0,S,60
SU7_0540_0720,3,0,S,60
SU7_0550_0540,3,0,S,60
SU7_0720_0750,3,0,S,60
SU7_0730_0860,3,0,S,60
SU7_0850_0730,3,0,S,60
SU7_0860_0960,3,0,S,60
SU7_0950_1010,3,0,S,60
SU7_0960_0950,3,0,S,60
SU7_0980_1120,3,0,S,60
SU7_1010_0980,3,0,S,60
SU7_1120_1140,3,0,S,60
SU7_1140_1420,3,0,S,60
SU7_1420_1590,3,0,S,60
SU8_1530_1760,3,0,S,60
SU8_1590_1620,3,0,S,60
SU8_1610_1530,3,0,S,60
SU8_1620_1610,3,0,S,60
SW0_1520_1600,3,0,S,60
SW1_1160_1260,3,0,S,60
SW1_1170_1270,3,0,S,60
SW1_1180_1190,3,0,S,60
SW1_1450_1510,3,0,S,60
SW1_1510_1680,3,0,S,60
SW1_1560_1460,3,0,S,60
SW1_1570_1640,3,0,J,60
SW1_1830_1690,3,0,S,60
SW1_1890_1830,3,0,S,60
SW1_1910_1890,3,0,S,60
SW2_0880_0930,3,0,S,60
SW2_1000_1110,3,0,S,60
SW2_1030_1060,3,0,S,60
SW2_1050_0930,3,0,S,60
SW2_1070_1060,3,0,S,60
SW2_1100_1130,3,0,S,60
SW2_1190_1410,3,0,S,60
SW2_1240_1270,3,0,S,60
SW2_1360_1430,3,0,S,60
SW2_1770_1690,3,0,S,60
SW2_1950_1940,3,0,S,60
SW2_2020_1940,3,0,S,60
SW3_0930_1110,3,0,S,60
SW3_1040_1220,3,0,S,60
SW3_1060_1260,3,0,S,60
SW3_1080_1350,3,0,S,60
SW3_1090_1091,3,0,S,60
SW3_1091_1380,3,1,S,60
SW3_1130_1390,3,1,S,60
SW3_1220_1320,3,0,S,60
SW3_1250_1340,3,0,S,60
SW3_1270_1370,3,0,S,60
SW3_1370_1430,3,0,S,60
SW3_1380_1490,3,0,S,60
SW3_1390_1330,3,0,S,60
SW3_1580_1440,3,0,S,60
SW3_1600_1580,3,0,S,60
SW3_1660_1580,3,0,S,60
SW3_1690_1660,3,1,B,60
SW3_1750_1540,3,0,S,60
SW3_1800_1650,3,0,S,60
SW3_1870_1800,3,0,S,60
SW3_1920_1750,3,0,S,60
SW4_1110_1150,3,0,S,60
SW4_1150_1350,3,0,S,60
SW4_1260_1300,3,0,S,60
SW4_1430_1490,3,0,S,60
SW4_1490_1400,3,0,S,60
SW4_1720_1650,3,0,S,60
SW4_1860_1720,3,1,R,60
SW4_1940_1860,3,0,S,60
SW5_1350_1470,3,0,S,60
SW5_1540_1400,3,0,S,60
SW5_1650_1540,3,0,S,60
SW6_1230_1440,3,0,S,60
SW6_1330_1230,3,0,S,60
SW6_1400_1330,3,0,S,60
SW6_1440_1470,3,0,S,60
SW7_1300_1410,3,0,S,60
SW7_1320_1300,3,0,S,60
SW7_1340_1320,3,0,S,60
SW7_1410_1460,3,0,S,60
SW7_1460_1640,3,0,J,60
SW7_1470_1340,3,0,S,60
SW7_1640_1680,3,0,S,60
SW7_1680_1760,3,0,S,60
SL9_2970_0000,3,0,S,60
SL9_2971_0000,3,0,S,60
TU1_8570_8680,3,0,S,60
TU1_9010_9290,3,0,S,60
TU1_9220_9200,3,0,S,60
TU2_8790_9070,3,0,S,60
TU2_8860_9000,3,0,S,60
TU2_8950_9040,3,0,S,60
TU2_8970_9280,3,0,S,60
TU2_9070_9090,3,0,S,60
TU2_9100_9200,3,0,S,60
TU2_9200_9180,3,0,S,60
TU3_8480_8680,3,0,S,60
TU3_8650_8800,3,0,S,60
TU3_8880_9230,3,0,S,60
TU3_9040_9180,3,0,S,60
TU3_9060_9230,3,0,S,60
TU3_9180_9090,3,0,S,60
TU3_9230_9260,3,0,S,60
TU4_8680_8810,3,0,S,60
TU4_8800_9290,3,0,S,60
TU4_8810_9000,3,0,S,60
TU5_9000_9280,3,0,S,60
TU0_9160_0000,3,0,S,60
TU0_9300_0000,3,0,S,60
TU1_9120_0000,3,0,S,60
TU4_9090_0000,3,0,S,60
TU4_9260_0000,3,0,S,60
TU4_9290_0000,3,0,S,60
TU5_9280_0000,3,0,S,60
WM0_3650_0001,3,0,S,60
WM0_3740_0001,3,0,S,60
WM0_3881_3880,3,1,S,60
WM1_3660_3910,3,0,S,60
WM1_3882_3880,3,0,S,60
WM1_3910_0001,3,0,S,60
WM3_3880_4060,3,0,S,60
WM3_4060_0001,3,0,S,60
WU0_3021_3020,3,1,S,60
WU0_3250_0001,3,0,S,60
WU0_3670_0001,3,0,S,60
WU1_3240_3331,3,0,S,60
WU1_3330_0001,3,0,S,60
WU1_3331_3330,3,0,S,60
WU1_3350_3490,3,0,S,60
WU1_3482_0001,3,0,S,60
WU1_3490_3480,3,0,S,60
WU2_3020_3320,3,0,S,60
WU2_3320_3480,3,0,S,60
WU3_3480_3481,3,1,S,60
WU3_3481_0001,3,0,S,60
WL0_4390_0000,3,0,S,60
WL0_4391_0000,3,0,S,60
WL0_4392_0000,3,0,S,60
WL0_4420_0000,3,0,S,60
WL0_4421_0000,3,0,S,60
WL0_4422_0000,3,0,S,60
WL0_4423_0000,3,0,S,60
WL0_4600_0000,3,0,S,60
WL0_4601_0000,3,0,S,60
WL0_4602_0000,3,0,S,60
WL0_4603_0000,3,0,S,60
WL0_4770_0000,3,0,S,60
WL0_4771_0000,3,0,S,60
WL0_4772_0000,3,0,S,60
WL0_4920_0000,3,0,S,60
WL0_4921_0000,3,0,S,60
WL0_4922_0000,3,0,S,60
WL0_4923_0000,3,0,S,60
WL0_4924_0000,3,0,S,60
WL0_5880_0000,3,0,S,60
WL0_5881_0000,3,0,S,60
WM0_3741_0000,3,0,S,60
WM0_3742_0000,3,0,S,60
WM0_3960_0000,3,0,S,60
WM0_3961_0000,3,0,S,60
WM0_3962_0000,3,0,S,60
WM0_3963_0000,3,0,S,60
WM0_3964_0000,3,0,S,60
WU0_3160_0000,3,0,S,60
WU0_3161_0000,3,0,S,60
WU0_3162_0000,3,0,S,60
WU0_3251_0000,3,0,S,60
WU0_3252_0000,3,0,S,60
WU0_3253_0000,3,0,S,60
WU0_3540_0000,3,0,S,60
WU0_3671_0000,3,0,S,60
WU0_3820_0000,3,0,S,60
XL0_5320_0001,3,0,S,60
XL1_4690_0001,3,0,S,60
XU0_4090_4270,3,0,S,60
XU0_4091_4270,3,0,S,60
XU0_4130_4070,3,0,S,60
XU2_4070_4330,3,1,V,60
XU2_4270_4650,3,0,S,60
XU2_4330_4480,3,1,S,60
XU2_4480_4650,3,0,S,60
XU3_4650_0001,3,0,S,60
XL0_4953_0000,3,0,S,60
XL0_4954_0000,3,0,S,60
XL0_4955_0000,3,0,S,60
XL0_4956_0000,3,0,S,60
XL0_5340_0000,3,0,S,60
XL0_5341_0000,3,0,S,60
XL0_5342_0000,3,0,S,60
XL0_5343_0000,3,0,S,60
XL0_5344_0000,3,0,S,60
XL0_5345_0000,3,0,S,60
XL0_5346_0000,3,0,S,60
XL0_5347_0000,3,0,S,60
XL0_5348_0000,3,0,S,60
XL0_5349_0000,3,0,S,60
XL0_5350_0000,3,0,S,60
XL1_4691_0000,3,0,S,60
XL3_4710_0000,3,0,S,60
XL3_4711_0000,3,0,S,60
XL3_4712_0000,3,0,S,60
XL3_4713_0000,3,0,S,60
XL3_4950_0000,3,0,S,60
XL3_4951_0000,3,0,S,60
XL3_4952_0000,3,0,S,60
YL2_6580_0001,3,0,S,60
YM1_6370_6620,3,0,S,60
YM2_6120_6430,3,0,S,60
YM3_6430_6620,3,0,S,60
YM4_6620_0001,3,0,S,60
YP0_6840_0001,3,0,S,60
YP0_6860_6840,3,0,S,60
YP1_6570_6680,3,0,S,60
YP1_6680_6670,3,0,S,60
YP2_6390_6330,3,1,S,60
YP3_6330_6700,3,0,S,60
YP3_6470_6690,3,0,S,60
YP3_6670_6720,3,0,S,60
YP3_6690_6720,3,0,S,60
YP3_6700_6670,3,0,S,60
YP4_6720_6750,3,0,S,60
YP4_6750_0001,3,0,S,60
YL0_6581_0000,3,0,S,60
YL0_6870_0000,3,0,S,60
YL0_6930_0000,3,0,S,60
YL0_6931_0000,3,0,S,60
YL0_7010_0000,3,0,S,60
YL0_7230_0000,3,0,S,60
YL0_7370_0000,3,0,S,60
YM0_6621_0000,3,0,S,60
YM0_6622_0000,3,0,S,60
YP0_6781_0000,3,0,S,60
YP5_6780_0000,3,0,S,60
ZZ0_9999_9999,3,0,S,60
EL0_5767_0001,3,1,S,60
EL2_5272_5270,3,1,S,60
EU0_3726_0001,3,1,S,60
PM1_3711_3710,3,1,S,60
PM1_4251_4250,3,1,S,60
PM1_4252_4250,3,1,S,60
PU3_4451_4450,3,1,V,60
XU0_4092_4090,3,1,S,60
end,,,,


NOTES:,,,,
All rivers have at least 3 exits.,,,,

They are,,,,
1. Industrial Diversions,,,,
2. Ag Diversions,
3. Ftable outflow,

In the special case of the Conowingo, there are 4 exits
3. Time Series outflow of reservoir,
4. Ftable outflow for spillway only,


If the river is a reservoir, then lakeflag = 1

Resflag:,
  S = standard,
  V = variable (standard variable format),
  C = conowingo (special program),
  W = Cowanesque (6 month transition period),
  R = Curwensville (variable to static),
  B = Sayers/Blanchard (2 separate variable ftables)
  J = January 1996 Storm ( +15ft around 1/20/1996 )

  variable ftables are specified in the ./pp/param/river/$scen/variable_ftables
  section.  They are put in under special actions
