riverseg, landseg, area (acres) ***
EM0_4874_0000,N24041,23636.30986
EM0_4875_0000,N24041,7452.920265
EM0_4876_0000,N24041,4916.879379
EM0_4880_0000,N24019,11108.27037
EM0_4881_0000,N24019,9781.997931
EM0_4882_0000,N24041,12340.39013
EM0_4883_0000,N24019,9112.126295
EM0_4884_0000,N24019,3344.837472
EM0_4885_0000,N24019,11915.09367
EM0_4886_0000,N24019,5307.12942
EM0_4887_0000,N24019,816.2756265
EM0_4888_0000,N24019,3686.631508
EM0_4889_0000,N24019,3512.341093
EM0_4890_0000,N24019,2872.153084
EM0_4891_0000,N24019,337.7418321
EM0_5260_0000,N24019,10367.40267
EM0_5261_0000,N24019,6737.030588
EM0_5263_0000,N24019,248.0306621
EM2_3980_0001,N24035,1929.699371
EM2_3980_0001,N10001,52282.96957
EM2_3980_0001,N24011,20988.92697
EM2_4100_0001,N24035,40287.65107
EM2_4100_0001,N24011,21970.92036
EM2_4101_0000,N24035,5831.25598
EM2_4101_0000,N24041,15660.34877
EM2_4101_0000,N24011,13761.14899
EM3_4320_0000,N24011,22903.81838
EM3_4321_0000,N24011,18307.70909
EM3_4325_0000,N24011,30578.43194
EM3_4326_0000,N10001,12380.81885
EM4_4740_0000,N24041,15171.06506
EM4_4740_0000,N24011,10910.69794
EU0_2940_0000,N24015,13752.34088
EU0_2941_0000,N24015,3457.323778
EU0_2985_0000,N24015,3279.62485
EU0_3010_0000,N24015,8818.442211
EU0_3010_0000,N10003,7283.702953
EU0_3011_0000,N10003,3446.934916
EU0_3050_0000,N24015,9758.426605
EU0_3130_0000,N24015,5487.465003
EU0_3131_0000,N24015,6330.280166
EU0_3200_0000,N24015,9280.236897
EU0_3201_0000,N24015,7192.951781
EU0_3201_0000,N10003,5651.463979
EU0_3202_0000,N24015,2503.444161
EU0_3203_0000,N24015,7701.659116
EU0_3300_0000,N24015,7946.30566
EU0_3301_0000,N24015,3617.754559
EU0_3302_0000,N24015,2032.632525
EU0_3360_0000,N24015,7279.044572
EU0_3360_0000,N24029,8644.965022
EU0_3361_0000,N24015,2818.018717
EU0_3361_0000,N24029,2973.419849
EU0_3361_0000,N10003,5246.52025
EU0_3362_0000,N24015,4830.294421
EU0_3362_0000,N24029,10324.4261
EU0_3363_0000,N24015,2323.504886
EU0_3363_0000,N24029,9466.846287
EU0_3364_0000,N24015,98.69842365
EU0_3570_0000,N24029,13671.71764
EU0_3571_0000,N24029,7649.957361
EU0_3572_0000,N24029,3371.298159
EU0_3573_0000,N24029,8643.088477
EU0_3700_0000,N24029,3865.125832
EU0_3700_0000,N24035,7888.041093
EU0_3720_0000,N24029,11195.26712
EU0_3720_0000,N24035,6817.458759
EU0_3721_0000,N24035,4691.556514
EU0_3722_0000,N24035,15000.73476
EU0_3724_0000,N24029,22173.66574
EU0_3725_0000,N24029,4029.546817
EU0_3830_0001,N24035,12853.77095
EU0_4010_0000,N24029,7243.243141
EU0_4011_0000,N24029,5791.820033
EU0_4012_0000,N24029,2979.800003
EU0_4013_0000,N24029,7900.879764
EU0_4014_0000,N24029,6439.398289
EU0_4015_0000,N24029,3712.129819
EU0_4016_0000,N24029,1014.154259
EU0_4030_0000,N24035,34825.23384
EU0_4120_0000,N24029,3031.368162
EU0_4120_0000,N24035,475.49152
EU0_4121_0000,N24035,1426.567993
EU0_4122_0000,N24029,10057.22498
EU0_4122_0000,N24035,13015.39135
EU0_4123_0000,N24029,654.9407892
EU0_4124_0000,N24035,424.5606865
EU0_4125_0000,N24029,1713.437366
EU0_4260_0000,N24035,16917.55013
EU0_4470_0000,N24035,15446.20825
EU0_4470_0000,N24041,3579.134497
EU0_4471_0000,N24035,7058.498203
EU0_4472_0000,N24035,2566.185419
EU0_4473_0000,N24035,8772.69218
EU0_4474_0000,N24035,4880.640411
EU0_4474_0000,N24041,5947.543679
EU0_4475_0000,N24035,591.9427612
EU0_4475_0000,N24041,11400.60856
EU0_4490_0000,N24035,1294.803356
EU0_4491_0000,N24035,4058.455886
EU0_4550_0000,N24041,3574.413818
EU0_4610_0000,N24035,7004.858473
EU0_4700_0000,N24041,16036.5419
EU0_4872_0000,N24035,11595.83107
EU0_4873_0000,N24041,11441.56861
EU1_2650_0001,N24015,6888.461748
EU1_2650_0001,N42029,27188.74574
EU1_2810_0001,N24015,30659.34053
EU1_2810_0001,N42029,5108.323412
EU1_2980_0000,N24015,15700.28144
EU1_2980_0000,N42029,7962.796559
EU1_2981_0000,N24015,4116.934375
EU1_2981_0000,N10003,198.6335187
EU1_2982_0000,N24015,2550.079558
EU1_2983_0000,N24015,4121.103729
EU1_2983_0000,N10003,1275.893612
EU1_2984_0000,N24015,10035.51045
EU2_3520_0001,N24029,23415.73966
EU2_3520_0001,N24035,12865.34258
EU2_3520_0001,N10003,6849.87543
EU2_3520_0001,N10001,19218.30915
GY0_3800_3801,N24023,38553.10731
GY0_3800_3801,N42111,2355.287515
GY0_3801_0000,N24023,20137.42515
GY0_3950_3952,N24023,31200.67559
GY0_3951_3952,N24023,33054.64081
GY0_3951_3952,N54077,9522.230216
GY0_3952_0000,N24023,31280.3308
GY0_3952_0000,N54077,2329.283588
GY0_4240_3951,N24023,40927.81468
GY0_4530_4532,N24023,26229.03539
GY0_4531_4532,N24023,25726.28846
GY0_4531_4532,N54077,32302.46848
GY0_4532_3951,N24023,19878.10713
GY0_4532_3951,N54077,495.0950546
JA0_7291_7290,N51145,6301.944007
JA0_7291_7290,N51041,34860.55643
JA1_7600_7570,N51007,29044.72647
JA1_7600_7570,N51135,71779.05084
JA1_7640_7280,N51147,99085.57844
JA2_7290_0001,N51041,73549.5336
JA2_7290_0001,N51570,2095.816297
JA2_7410_7470,N51007,72001.81222
JA2_7410_7470,N51135,17875.02591
JA2_7410_7470,N51147,466.2851274
JA2_7550_7280,N51011,63716.47281
JA2_7550_7280,N51029,22761.18973
JA2_7550_7280,N51049,12395.34968
JA2_7550_7280,N51147,100765.2995
JA2_7570_7480,N51007,24643.00507
JA2_7570_7480,N51135,5974.159706
JA4_7280_7340,N51007,50775.9785
JA4_7280_7340,N51049,56030.33753
JA4_7280_7340,N51135,2102.348755
JA4_7280_7340,N51145,40063.96434
JA4_7280_7340,N51147,15956.90502
JA4_7340_7470,N51007,1012.251337
JA4_7340_7470,N51145,3838.694632
JA4_7340_7470,N51041,8101.091023
JA4_7470_7480,N51007,17951.71509
JA4_7470_7480,N51041,18067.9053
JA5_7460_0000,N51670,2225.047038
JA5_7460_0000,N51149,3037.637587
JA5_7460_0000,N51041,9346.97523
JA5_7480_0001,N51007,34024.52068
JA5_7480_0001,N51053,43745.33751
JA5_7480_0001,N51135,8647.356664
JA5_7480_0001,N51041,36900.57964
JA5_7520_0000,N51053,6974.760154
JA5_7520_0000,N51730,9784.215719
JA5_7520_0000,N51149,3198.9868
JA5_7520_0000,N51041,9515.012711
JA5_7520_0000,N51570,2903.845992
JB0_7050_0000,N51036,32788.8462
JB0_7050_0000,N51095,32579.28209
JB0_7050_0000,N51127,3071.784071
JB0_7051_0001,N51095,2864.676756
JB0_7052_0001,N51095,1747.431416
JB0_7052_0001,N51127,26245.92106
JB0_7071_0000,N51760,19618.20279
JB0_7071_0000,N51041,57702.09807
JB0_7071_0000,N51087,24139.01821
JB0_7072_0000,N51095,28528.66069
JB0_7072_0000,N51181,35412.88217
JB0_7072_0000,N51199,119.5579459
JB0_7072_0000,N51830,4471.497924
JB0_7073_0000,N51036,5022.169847
JB0_7073_0000,N51041,7844.352044
JB0_7073_0000,N51087,31490.8897
JB0_7074_0000,N51036,44348.81874
JB0_7074_0000,N51670,4188.028771
JB0_7074_0000,N51149,35810.21736
JB0_7074_0000,N51041,469.0203483
JB0_7075_0000,N51670,226.1726682
JB0_7076_0000,N51041,6494.489148
JB0_7270_0000,N51036,11725.80339
JB0_7270_0000,N51181,18422.27073
JB0_7270_0000,N51149,35811.07356
JB0_7271_0000,N51036,676.6472125
JB0_7271_0000,N51181,6195.447343
JB0_7381_0000,N51550,6390.37261
JB0_7381_0000,N51710,8250.073335
JB0_7381_0000,N51810,9306.733633
JB0_7382_0000,N51550,50215.59572
JB0_7382_0000,N51710,317.5770812
JB0_7382_0000,N51740,5043.041467
JB0_7383_0000,N51550,13223.06407
JB0_7383_0000,N51740,8749.334043
JB0_7383_0000,N51800,2412.733393
JB0_7390_0000,N51093,67356.58209
JB0_7390_0000,N51095,4808.80892
JB0_7390_0000,N51181,9322.233698
JB0_7390_0000,N51199,7245.672292
JB0_7390_0000,N51650,1594.307
JB0_7390_0000,N51700,36831.49854
JB0_7390_0000,N51740,1642.17331
JB0_7390_0000,N51800,8481.755816
JB0_7391_0000,N51095,1523.243754
JB0_7391_0000,N51199,128.5575132
JB0_7392_0000,N51181,955.6328123
JB0_7393_0000,N51710,6788.858313
JB0_7394_0000,N51710,239.2232459
JB0_7395_0000,N51740,628.9520144
JB0_7396_0000,N51710,8833.603682
JB0_7397_0000,N51740,3967.289314
JB0_7398_0000,N51710,2409.428717
JB0_7399_0000,N51740,1712.954262
JB0_7580_0000,N51650,7266.512204
JB0_7580_0000,N51700,2347.201419
JB0_7660_0000,N51810,35987.78148
JB0_7661_0000,N51710,7928.01297
JB0_7661_0000,N51810,9035.851818
JB0_7662_0000,N51810,1122.477008
JB0_7663_0000,N51810,14494.54562
JB0_7760_0000,N51800,52516.70926
JB1_8090_0001,N51093,4879.743065
JB1_8090_0001,N51800,35904.87378
JB2_7800_0001,N51093,29638.47778
JB2_7800_0001,N51800,11537.40867
JB3_6820_7053,N51036,11678.15216
JB3_6820_7053,N51085,46535.61253
JB3_6820_7053,N51127,24440.69719
JB3_6820_7053,N51760,4065.25973
JB3_6820_7053,N51087,74031.72022
JB3_7053_0001,N51036,11592.62875
JB3_7053_0001,N51127,20823.47361
JL1_6560_6440,N51003,55257.16503
JL1_6560_6440,H51003,5279.402268
JL1_6560_6440,N51125,357.6673805
JL1_6760_6910,N51003,71364.95187
JL1_6760_6910,N51065,2547.805921
JL1_6770_6850,N51003,4487.460536
JL1_6770_6850,N51125,37817.32173
JL1_6770_6850,H51125,17190.55049
JL1_6910_6960,N51065,14199.65443
JL1_6940_7200,N51125,49445.98618
JL1_6940_7200,H51125,10168.52408
JL1_7080_7190,N51009,7037.677627
JL1_7080_7190,H51009,13582.47022
JL1_7080_7190,N51125,9713.244421
JL1_7170_6800,N51049,11734.69306
JL1_7170_6800,N51145,39982.71855
JL1_7190_7250,N51009,9080.426651
JL1_7190_7250,N51125,5942.191914
JL1_7200_7250,N51125,8373.55171
JL1_7530_7430,N51011,37290.16038
JL1_7530_7430,N51031,121.4760254
JL2_6240_6520,N51003,48244.13035
JL2_6240_6520,H51003,771.3352551
JL2_6240_6520,N51079,19652.84603
JL2_6240_6520,H51079,15854.71077
JL2_6240_6520,L51079,24128.58619
JL2_6240_6520,N51137,4598.851299
JL2_6440_6441,N51003,48722.65289
JL2_6440_6441,H51003,28090.92363
JL2_6441_6520,N51003,33435.7204
JL2_6850_6890,N51003,24137.35692
JL2_6850_6890,N51125,74811.71296
JL2_7110_7120,N51011,176.3308635
JL2_7110_7120,N51029,144709.6855
JL2_7120_6970,N51029,12097.10124
JL2_7240_7350,N51009,85496.87484
JL2_7240_7350,H51009,7442.61701
JL2_7240_7350,N51125,353.5481311
JL2_7250_7090,N51009,2605.033145
JL2_7250_7090,N51125,11221.56613
JL2_7350_7090,N51009,1586.459086
JL2_7350_7090,N51125,3289.622615
JL3_7020_7100,N51029,98076.32201
JL3_7020_7100,N51049,80056.08414
JL3_7090_7150,N51125,42234.9192
JL4_6520_6710,N51003,96444.40849
JL4_6520_6710,N51065,51205.6413
JL4_6520_6710,N51109,8716.513685
JL4_6520_6710,N51540,6565.649841
JL4_6710_6740,N51065,43853.20643
JL4_6710_6740,N51109,349.1126356
JL6_6740_7100,N51049,3936.514825
JL6_6740_7100,N51065,35914.10655
JL6_6740_7100,N51075,41070.75989
JL6_6740_7100,N51109,1488.882635
JL6_6890_6990,N51003,39152.19544
JL6_6890_6990,N51029,21091.0319
JL6_6960_6970,N51029,1697.380752
JL6_6960_6970,N51065,17145.43568
JL6_6970_6740,N51029,13977.91541
JL6_6970_6740,N51049,6541.266307
JL6_6970_6740,N51065,16718.89455
JL6_6990_6960,N51029,10528.23335
JL6_6990_6960,N51065,3730.332176
JL6_7150_6890,N51029,28989.9902
JL6_7150_6890,N51125,16849.23411
JL6_7160_7440,N51009,85157.89354
JL6_7160_7440,H51009,6775.673563
JL6_7160_7440,N51019,39260.37245
JL6_7320_7150,N51011,14258.50058
JL6_7320_7150,N51029,19547.10089
JL6_7320_7150,N51125,10713.56048
JL6_7430_7320,N51009,6152.503129
JL6_7430_7320,N51011,22214.16482
JL6_7430_7320,N51125,5072.137206
JL6_7440_7430,N51009,81546.15912
JL6_7440_7430,N51011,13649.08038
JL6_7440_7430,N51019,29119.86129
JL6_7440_7430,N51031,44296.8982
JL6_7440_7430,N51680,31773.94858
JL7_6800_7070,N51075,127392.2731
JL7_6800_7070,N51085,805.5183562
JL7_6800_7070,N51109,1378.220081
JL7_6800_7070,N51145,68473.30285
JL7_6800_7070,N51760,2111.245818
JL7_6800_7070,N51041,8234.221084
JL7_6800_7070,N51087,20421.74929
JL7_7030_6800,N51049,19666.20835
JL7_7030_6800,N51075,9661.390865
JL7_7030_6800,N51145,9241.241905
JL7_7070_0001,N51760,13735.05785
JL7_7070_0001,N51041,5824.662081
JL7_7070_0001,N51087,3541.87632
JL7_7100_7030,N51049,1480.146985
JL7_7100_7030,N51075,659.8980506
JU1_6290_6590,N51017,692.4206544
JU1_6290_6590,N51091,37833.49662
JU1_6300_6650,N51017,4783.077908
JU1_6300_6650,N51091,44710.90369
JU1_6300_6650,L51091,20947.75598
JU1_6340_6650,N51017,1470.001755
JU1_6340_6650,N51091,45534.05281
JU1_6340_6650,L51091,1573.894705
JU1_6590_6600,N51017,10944.66886
JU1_6880_7260,N51015,7472.529815
JU1_6880_7260,H51015,9586.595854
JU1_6880_7260,N51163,58753.09744
JU1_7560_7500,N51023,51787.5875
JU1_7560_7500,N51045,221.7477697
JU1_7630_7490,N51045,56124.33334
JU1_7630_7490,H51045,3365.04672
JU1_7630_7490,N51071,7547.834841
JU1_7690_7490,N51045,52326.8668
JU1_7690_7490,N51121,14324.15032
JU1_7690_7490,N51161,4925.91878
JU1_7750_7560,N51023,10126.74805
JU1_7750_7560,N51161,11715.74411
JU2_6410_6640,N51015,81729.73063
JU2_6410_6640,N51163,8478.858384
JU2_6600_6810,N51017,36236.41664
JU2_6810_6900,N51017,4581.098622
JU2_7140_7330,N51005,88378.08755
JU2_7140_7330,N54063,19118.55825
JU2_7180_7380,N51023,1661.591592
JU2_7180_7380,N51163,53630.5728
JU2_7180_7380,L51163,30325.81485
JU2_7360_7000,N51005,12979.5246
JU2_7450_7360,N51005,47697.90021
JU2_7450_7360,N51045,16871.4629
JU2_7450_7360,H51045,5175.083101
JU2_7450_7360,N51071,143.8119965
JU2_7450_7360,N54063,28449.14012
JU3_6380_6900,N51017,54605.99514
JU3_6380_6900,N51091,46532.17895
JU3_6640_6790,N51015,37958.30139
JU3_6640_6790,N51017,26319.20573
JU3_6640_6790,N51163,55988.50736
JU3_6650_7300,N51005,32512.69772
JU3_6650_7300,N51017,142404.1867
JU3_6650_7300,N51023,484.2026381
JU3_6650_7300,L51023,1813.749211
JU3_6650_7300,N51163,650.3202753
JU3_6790_7260,N51015,20487.24154
JU3_6790_7260,N51163,105020.7934
JU3_6790_7260,N51678,1614.926451
JU3_6900_6950,N51005,9518.857523
JU3_6900_6950,N51017,19714.07267
JU3_6950_7330,N51005,38000.19169
JU3_6950_7330,N51017,24248.50157
JU3_6950_7330,N51580,729.1400854
JU3_7400_7510,N51005,1532.849609
JU3_7400_7510,N51023,20243.86216
JU3_7400_7510,L51023,5854.235321
JU3_7490_7400,N51005,146.571281
JU3_7490_7400,N51023,18535.63098
JU3_7490_7400,L51023,4539.747319
JU3_7490_7400,N51045,38172.06496
JU3_7490_7400,H51045,10374.20687
JU4_7000_7300,N51005,51310.49621
JU4_7000_7300,N51017,16165.7061
JU4_7000_7300,L51023,281.2500627
JU4_7000_7300,N51580,984.3407467
JU4_7260_7380,N51163,23865.24504
JU4_7260_7380,N51530,4345.62529
JU4_7330_7000,N51005,4764.690248
JU4_7330_7000,N51580,1915.372855
JU4_7380_7160,N51163,8755.517097
JU5_7300_7510,N51005,261.399924
JU5_7300_7510,N51023,34584.69057
JU5_7300_7510,L51023,19479.07683
JU5_7300_7510,N51163,666.7334056
JU5_7420_7160,N51023,31301.8082
JU5_7420_7160,H51023,20175.69601
JU5_7420_7160,N51163,38489.81191
JU5_7500_7420,N51023,68740.6179
JU5_7500_7420,H51023,2595.738695
JU5_7510_7500,N51023,13123.35518
PL0_4510_0001,N24033,5865.107004
PL0_4510_0001,N24031,25812.08241
PL0_4510_0001,N11001,1694.544965
PL0_4961_0000,N24033,16731.2868
PL0_5000_0001,N51059,18185.69902
PL0_5000_0001,N51610,863.9239059
PL0_5000_0001,N51510,3220.492596
PL0_5010_5130,N51059,11822.4463
PL0_5010_5130,N51600,3531.750309
PL0_5070_0001,N24033,24959.18674
PL0_5090_0000,N51059,2877.22466
PL0_5090_0000,N51510,3364.78281
PL0_5131_0000,N51059,25591.41061
PL0_5131_0000,N51600,153.5953669
PL0_5141_5140,N51061,34298.155
PL0_5141_5140,N51153,13353.82538
PL0_5251_0000,N51059,12950.6672
PL0_5251_0000,N51153,20268.64438
PL0_5252_0000,N51059,420.5516697
PL0_5253_0000,N51059,172.714933
PL0_5290_0000,N24017,2012.924944
PL0_5290_0000,N24033,2960.533987
PL0_5390_0000,N24017,5846.411749
PL0_5390_0000,N24033,1631.610763
PL0_5391_0000,N24017,6506.606403
PL0_5392_0000,N24017,6768.793861
PL0_5440_0000,N24017,15087.26811
PL0_5450_0000,N24017,15864.20031
PL0_5490_0001,N51153,12597.75874
PL0_5491_0000,N51153,16926.20062
PL0_5492_0000,N51153,2444.145366
PL0_5493_0000,N51153,9314.772274
PL0_5493_0000,N51179,16321.05274
PL0_5494_0000,N51179,1007.401119
PL0_5495_0000,N51179,612.0800105
PL0_5496_0000,N51153,610.5946792
PL0_5510_0001,N24017,24948.86471
PL0_5510_0001,N24037,2809.135474
PL0_5530_5710,N24017,7198.3953
PL0_5540_5490,N51153,4725.04969
PL0_5580_0000,N24017,14260.02216
PL0_5581_0000,N24017,9018.366891
PL0_5582_0000,N24017,8992.857442
PL0_5583_0000,N24017,6734.043232
PL0_5584_0000,N24017,12948.41236
PL0_5585_0000,N24017,6960.656863
PL0_5670_0000,N24017,6013.564543
PL0_5670_0000,N24037,10523.70333
PL0_5671_0000,N24017,10036.78112
PL0_5671_0000,N24037,2039.843768
PL0_5672_0000,N24037,19314.41642
PL0_5710_0001,N24017,2391.177752
PL0_5720_0001,N24017,9670.351314
PL0_5730_5690,N51061,2713.000486
PL0_5730_5690,N51179,19380.99172
PL0_5750_0001,N24037,11877.74565
PL0_5790_0000,N24017,17538.64161
PL0_5791_0000,N24017,2389.32615
PL0_5830_0001,N24037,18775.75527
PL0_5850_0000,N51179,18414.92566
PL0_5851_0000,N51179,135.4221133
PL0_5860_0000,N24017,1790.401678
PL0_5900_0000,N51099,8801.361713
PL0_5900_0000,N51179,52980.774
PL0_5901_0000,N51099,526.7007996
PL0_5902_0000,N51099,2714.200155
PL0_5903_0000,N51099,324.8318393
PL0_5904_0000,N51099,6268.882449
PL0_5920_0000,N51099,34628.81402
PL0_5921_0000,N51099,896.6296814
PL0_5922_0000,N51099,1446.996229
PL0_5923_0000,N51099,543.6957619
PL0_5930_0000,N24017,8011.93883
PL0_5950_0000,N24037,10073.36671
PL0_5951_0000,N24037,4379.774606
PL0_5952_0000,N24037,3353.125878
PL0_5960_0000,N24037,10284.75476
PL0_5961_0000,N24037,2421.273876
PL0_5962_0000,N24037,3769.256797
PL0_5980_0000,N24037,7313.635767
PL0_5981_0000,N24037,10831.23716
PL0_5982_0000,N24037,11580.85456
PL0_5983_0000,N24037,1044.579136
PL0_6020_0000,N24037,4120.96478
PL0_6060_0000,N24037,13079.14765
PL0_6100_0000,N51099,15795.92874
PL0_6100_0000,N51193,28876.74487
PL0_6101_0000,N51193,5553.250808
PL0_6110_0000,N24037,8078.493619
PL0_6130_0000,N51193,49298.24331
PL0_6131_0000,N51193,1220.778712
PL0_6140_0000,N51133,16148.544
PL0_6140_0000,N51193,19998.45922
PL0_6141_0000,N51193,2174.633596
PL0_6270_0000,N51133,33806.783
PL0_6271_0000,N51133,9983.400108
PL0_6272_0000,N51133,2386.740845
PL1_4460_4780,N24031,39049.60409
PL1_4460_4780,N11001,883.0321007
PL1_4540_0001,N24033,34897.33242
PL1_4540_0001,N24031,13133.90121
PL1_4780_0001,N24031,201.5993032
PL1_4780_0001,N11001,5303.794004
PL1_5060_0000,N24033,14934.28961
PL1_5061_0000,N24033,3681.321527
PL1_5130_0001,N51059,16915.16379
PL1_5230_0001,N24017,19813.33006
PL1_5230_0001,N24033,15727.14622
PL1_5370_5470,N51061,59634.1455
PL1_5690_0001,N51153,497.7921224
PL1_5690_0001,N51179,13103.54891
PL1_5910_0001,N24037,15708.08138
PL2_4810_0000,N24033,11078.21831
PL2_4810_0000,N11001,9838.438636
PL2_4811_0000,N24033,1970.579466
PL2_4811_0000,N11001,238.8317921
