TABLE->,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4
A51145,1,0,1,0,0.356321,0.279174,0.035632,0.356321,0.500000
A51147,1,0,1,0,0.333242,0.278995,0.033325,0.333242,0.500000
A51149,1,0,1,0,0.446536,0.284244,0.044653,0.446536,0.500000
A51153,1,0,1,0,0.400803,0.281547,0.040081,0.400803,0.500000
A51155,1,0,1,0,0.1,5,0.1,1,0.64
A51157,1,0,1,0,0.360106,0.275533,0.036011,0.360106,0.500000
A51159,1,0,1,0,0.387944,0.280109,0.038794,0.387944,0.500000
A51161,1,0,1,0,0.286239,0.271934,0.028624,0.286239,0.500000
A51163,1,0,1,0,0.290682,0.273254,0.029069,0.290682,0.500000
A51165,1,0,1,0,0.432925,0.294400,0.043293,0.432925,0.500000
A51167,1,0,1,0,0.1,5,0.1,1,0.64
A51169,1,0,1,0,0.1,5,0.1,1,0.64
A51171,1,0,1,0,0.339096,0.283591,0.033910,0.339096,0.500000
A51173,1,0,1,0,0.1,5,0.1,1,0.64
A51175,1,0,1,0,0.1,5,0.1,1,0.64
A51177,1,0,1,0,0.370350,0.277915,0.037035,0.370350,0.500000
A51179,1,0,1,0,0.391164,0.279048,0.039117,0.391164,0.500000
A51181,1,0,1,0,0.384681,0.275160,0.038469,0.384681,0.500000
A51183,1,0,1,0,0.1,5,0.1,1,0.64
A51185,1,0,1,0,0.1,5,0.1,1,0.64
A51187,1,0,1,0,0.306432,0.277407,0.030644,0.306432,0.500000
A51191,1,0,1,0,0.1,5,0.1,1,0.64
A51193,1,0,1,0,0.373324,0.277884,0.037332,0.373324,0.500000
A51195,1,0,1,0,0.1,5,0.1,1,0.64
A51197,1,0,1,0,0.1,5,0.1,1,0.64
A51199,1,0,1,0,0.422074,0.276481,0.042208,0.422074,0.500000
A51510,1,0,1,0,0.475848,0.288345,0.047584,0.475848,0.500000
A51515,1,0,1,0,0.1,5,0.1,1,0.64
A51520,1,0,1,0,0.1,5,0.1,1,0.64
A51530,1,0,1,0,0.287729,0.272605,0.028773,0.287729,0.500000
A51540,1,0,1,0,0.413160,0.283037,0.041316,0.413160,0.500000
A51550,1,0,1,0,0.416048,0.273334,0.041604,0.416048,0.500000
A51570,1,0,1,0,0.468378,0.285127,0.046838,0.468378,0.500000
A51580,1,0,1,0,0.263017,0.268700,0.026302,0.263017,0.500000
A51590,1,0,1,0,0.1,5,0.1,1,0.64
A51595,1,0,1,0,0.1,5,0.1,1,0.64
A51600,1,0,1,0,0.528686,0.287558,0.052869,0.528686,0.500000
A51610,1,0,1,0,0.532778,0.288539,0.053277,0.532778,0.500000
A51620,1,0,1,0,0.1,5,0.1,1,0.64
A51630,1,0,1,0,0.412624,0.281246,0.041262,0.412624,0.500000
A51640,1,0,1,0,0.1,5,0.1,1,0.64
A51650,1,0,1,0,0.288791,0.263314,0.028879,0.288791,0.500000
A51660,1,0,1,0,0.452850,0.295370,0.045285,0.452850,0.500000
A51670,1,0,1,0,0.749271,0.297924,0.074926,0.749271,0.500000
A51678,1,0,1,0,0.288706,0.274043,0.028870,0.288706,0.500000
A51680,1,0,1,0,0.347796,0.278579,0.034779,0.347796,0.500000
A51683,1,0,1,0,0.456134,0.283518,0.045614,0.456134,0.500000
A51685,1,0,1,0,0.466657,0.284088,0.046666,0.466657,0.500000
A51690,1,0,1,0,0.1,5,0.1,1,0.64
A51700,1,0,1,0,0.422872,0.275649,0.042287,0.422872,0.500000
A51710,1,0,1,0,0.491638,0.280696,0.049164,0.491638,0.500000
A51720,1,0,1,0,0.1,5,0.1,1,0.64
A51730,1,0,1,0,0.423679,0.283647,0.042368,0.423679,0.500000
A51735,1,0,1,0,0.259824,0.259806,0.025982,0.259824,0.500000
A51740,1,0,1,0,0.506842,0.281756,0.050684,0.506842,0.500000
A51750,1,0,1,0,0.1,5,0.1,1,0.64
A51760,1,0,1,0,0.467864,0.287441,0.046787,0.467864,0.500000
A51770,1,0,1,0,0.1,5,0.1,1,0.64
A51775,1,0,1,0,0.1,5,0.1,1,0.64
A51790,1,0,1,0,0.335048,0.280632,0.033505,0.335048,0.500000
A51800,1,0,1,0,0.383673,0.273391,0.038368,0.383673,0.500000
A51810,1,0,1,0,0.386978,0.273382,0.038697,0.386978,0.500000
A51820,1,0,1,0,0.430224,0.279966,0.043022,0.430224,0.500000
A51830,1,0,1,0,0.420476,0.275252,0.042048,0.420476,0.500000
A51840,1,0,1,0,0.335214,0.281994,0.033522,0.335214,0.500000
A54003,1,0,1,0,0.339037,0.279012,0.033904,0.339037,0.500000
A54023,1,0,1,0,0.470135,0.265681,0.047014,0.470135,0.500000
A54027,1,0,1,0,0.293552,0.274517,0.029356,0.293552,0.500000
A54031,1,0,1,0,0.344515,0.279720,0.034452,0.344515,0.500000
A54037,1,0,1,0,0.339536,0.278966,0.033953,0.339536,0.500000
A54057,1,0,1,0,0.359062,0.271518,0.035906,0.359062,0.500000
A54063,1,0,1,0,0.265174,0.264707,0.026517,0.265174,0.500000
A54065,1,0,1,0,0.334891,0.276842,0.033490,0.334891,0.500000
A54071,1,0,1,0,0.272264,0.276602,0.027226,0.272264,0.500000
A54077,1,0,1,0,0.566397,0.261367,0.056640,0.566397,0.500000
A54093,1,0,1,0,0.596369,0.261203,0.059637,0.596369,0.500000
B24001,1,0,1,0,0.363274,0.275451,0.036328,0.363274,0.500000
B24021,1,0,1,0,0.445851,0.281749,0.044585,0.445851,0.500000
B37005,1,0,1,0,0.1,5,0.1,1,0.64
B37009,1,0,1,0,0.1,5,0.1,1,0.64
B42001,1,0,1,0,0.506421,0.281547,0.050642,0.506421,0.500000
B42009,1,0,1,0,0.358873,0.276016,0.035888,0.358873,0.500000
B42015,1,0,1,0,0.397672,0.277840,0.039767,0.397672,0.500000
B42027,1,0,1,0,0.409154,0.269640,0.040915,0.409154,0.500000
B42035,1,0,1,0,0.406591,0.274312,0.040659,0.406591,0.500000
B42041,1,0,1,0,0.461147,0.282991,0.046115,0.461147,0.500000
B42043,1,0,1,0,0.498884,0.285441,0.049888,0.498884,0.500000
B42055,1,0,1,0,0.415962,0.279966,0.041596,0.415962,0.500000
B42079,1,0,1,0,0.426460,0.270091,0.042646,0.426460,0.500000
B42081,1,0,1,0,0.371338,0.272749,0.037133,0.371338,0.500000
B42119,1,0,1,0,0.410933,0.278676,0.041094,0.410933,0.500000
B42131,1,0,1,0,0.420517,0.271117,0.042052,0.420517,0.500000
B51003,1,0,1,0,0.434980,0.281012,0.043498,0.434980,0.500000
B51009,1,0,1,0,0.349075,0.271990,0.034907,0.349075,0.500000
B51015,1,0,1,0,0.377297,0.275523,0.037730,0.377297,0.500000
B51017,1,0,1,0,0.266581,0.264966,0.026658,0.266581,0.500000
B51019,1,0,1,0,0.310387,0.275484,0.031039,0.310387,0.500000
B51023,1,0,1,0,0.342344,0.274200,0.034234,0.342344,0.500000
B51035,1,0,1,0,0.1,5,0.1,1,0.64
B51061,1,0,1,0,0.383202,0.276126,0.038321,0.383202,0.500000
B51067,1,0,1,0,0.1,5,0.1,1,0.64
B51071,1,0,1,0,0.1,5,0.1,1,0.64
B51077,1,0,1,0,0.1,5,0.1,1,0.64
B51079,1,0,1,0,0.451251,0.280557,0.045125,0.451251,0.500000
B51091,1,0,1,0,0.301315,0.267546,0.030131,0.301315,0.500000
B51105,1,0,1,0,0.1,5,0.1,1,0.64
B51113,1,0,1,0,0.423469,0.278229,0.042346,0.423469,0.500000
B51125,1,0,1,0,0.371314,0.272254,0.037131,0.371314,0.500000
B51139,1,0,1,0,0.422394,0.283189,0.042239,0.422394,0.500000
B51141,1,0,1,0,0.1,5,0.1,1,0.64
B51157,1,0,1,0,0.398767,0.275360,0.039876,0.398767,0.500000
B51161,1,0,1,0,0.1,5,0.1,1,0.64
B51163,1,0,1,0,0.320978,0.275797,0.032097,0.320978,0.500000
B51165,1,0,1,0,0.305926,0.283732,0.030592,0.305926,0.500000
B51167,1,0,1,0,0.1,5,0.1,1,0.64
B51169,1,0,1,0,0.1,5,0.1,1,0.64
B51171,1,0,1,0,0.346085,0.277977,0.034608,0.346085,0.500000
B51173,1,0,1,0,0.1,5,0.1,1,0.64
B51185,1,0,1,0,0.1,5,0.1,1,0.64
B51187,1,0,1,0,0.350680,0.275395,0.035067,0.350680,0.500000
B51191,1,0,1,0,0.1,5,0.1,1,0.64
B51195,1,0,1,0,0.1,5,0.1,1,0.64
B51197,1,0,1,0,0.1,5,0.1,1,0.64
B54023,1,0,1,0,0.291777,0.270281,0.029178,0.291777,0.500000
B54031,1,0,1,0,0.292034,0.275379,0.029204,0.292034,0.500000
B54057,1,0,1,0,0.269809,0.271924,0.026980,0.269809,0.500000
B54071,1,0,1,0,0.309301,0.270064,0.030930,0.309301,0.500000
C42009,1,0,1,0,0.358549,0.279170,0.035855,0.358549,0.500000
C51015,1,0,1,0,0.297907,0.273767,0.029791,0.297907,0.500000
C51071,1,0,1,0,0.1,5,0.1,1,0.64
C51165,1,0,1,0,0.442857,0.285464,0.044286,0.442857,0.500000
F10005,1,0,1,0,0.531191,0.283629,0.053120,0.531191,0.500000
F11001,1,0,1,0,0.518686,0.290191,0.051869,0.518686,0.500000
F24001,1,0,1,0,0.301537,0.274412,0.030154,0.301537,0.500000
F24003,1,0,1,0,0.503739,0.285695,0.050374,0.503739,0.500000
F24005,1,0,1,0,0.490633,0.285329,0.049064,0.490633,0.500000
F24009,1,0,1,0,0.437980,0.281055,0.043798,0.437980,0.500000
F24013,1,0,1,0,0.477427,0.280665,0.047743,0.477427,0.500000
F24015,1,0,1,0,0.497429,0.280887,0.049742,0.497429,0.500000
F24017,1,0,1,0,0.411679,0.279245,0.041168,0.411679,0.500000
F24019,1,0,1,0,0.405627,0.276233,0.040562,0.405627,0.500000
F24021,1,0,1,0,0.428538,0.285275,0.042854,0.428538,0.500000
F24023,1,0,1,0,0.492336,0.268371,0.049234,0.492336,0.500000
F24025,1,0,1,0,0.500766,0.281481,0.050077,0.500766,0.500000
F24027,1,0,1,0,0.484292,0.288615,0.048430,0.484292,0.500000
F24029,1,0,1,0,0.481313,0.282970,0.048132,0.481313,0.500000
F24031,1,0,1,0,0.455591,0.288082,0.045559,0.455591,0.500000
F24033,1,0,1,0,0.459337,0.285130,0.045933,0.459337,0.500000
F24035,1,0,1,0,0.473790,0.280706,0.047379,0.473790,0.500000
F24037,1,0,1,0,0.397988,0.277055,0.039799,0.397988,0.500000
F24039,1,0,1,0,0.482563,0.284640,0.048256,0.482563,0.500000
F24041,1,0,1,0,0.443081,0.278953,0.044308,0.443081,0.500000
F24043,1,0,1,0,0.384214,0.282158,0.038421,0.384214,0.500000
F24045,1,0,1,0,0.514458,0.286039,0.051445,0.514458,0.500000
F24510,1,0,1,0,0.572546,0.289746,0.057255,0.572546,0.500000
F36003,1,0,1,0,0.327514,0.274546,0.032752,0.327514,0.500000
F36007,1,0,1,0,0.340858,0.269959,0.034086,0.340858,0.500000
F36015,1,0,1,0,0.303807,0.274656,0.030381,0.303807,0.500000
F36025,1,0,1,0,0.335569,0.266870,0.033556,0.335569,0.500000
F36101,1,0,1,0,0.271876,0.273807,0.027188,0.271876,0.500000
F42001,1,0,1,0,0.476119,0.287983,0.047612,0.476119,0.500000
F42009,1,0,1,0,0.365023,0.275265,0.036503,0.365023,0.500000
F42011,1,0,1,0,0.519176,0.279890,0.051918,0.519176,0.500000
F42013,1,0,1,0,0.389289,0.275393,0.038930,0.389289,0.500000
F42021,1,0,1,0,0.474015,0.274945,0.047402,0.474015,0.500000
F42027,1,0,1,0,0.388506,0.273517,0.038850,0.388506,0.500000
F42033,1,0,1,0,0.400212,0.266881,0.040021,0.400212,0.500000
F42035,1,0,1,0,0.412281,0.264171,0.041228,0.412281,0.500000
F42041,1,0,1,0,0.423446,0.284936,0.042344,0.423446,0.500000
F42043,1,0,1,0,0.448427,0.276538,0.044843,0.448427,0.500000
F42055,1,0,1,0,0.452935,0.283806,0.045294,0.452935,0.500000
F42061,1,0,1,0,0.346580,0.274622,0.034659,0.346580,0.500000
F42069,1,0,1,0,0.422496,0.273288,0.042249,0.422496,0.500000
F42071,1,0,1,0,0.604560,0.284686,0.060456,0.604560,0.500000
F42075,1,0,1,0,0.561507,0.283518,0.056151,0.561507,0.500000
F42079,1,0,1,0,0.447952,0.270590,0.044795,0.447952,0.500000
F42081,1,0,1,0,0.376154,0.266373,0.037616,0.376154,0.500000
F42087,1,0,1,0,0.400640,0.270601,0.040064,0.400640,0.500000
F42097,1,0,1,0,0.425218,0.275264,0.042521,0.425218,0.500000
F42107,1,0,1,0,0.482996,0.274883,0.048300,0.482996,0.500000
F42115,1,0,1,0,0.437770,0.270771,0.043777,0.437770,0.500000
F42117,1,0,1,0,0.315526,0.276831,0.031553,0.315526,0.500000
F42119,1,0,1,0,0.446497,0.271830,0.044649,0.446497,0.500000
F42133,1,0,1,0,0.473445,0.284111,0.047344,0.473445,0.500000
F51001,1,0,1,0,0.386533,0.274302,0.038653,0.386533,0.500000
F51003,1,0,1,0,0.373316,0.281033,0.037331,0.373316,0.500000
F51005,1,0,1,0,0.256143,0.267021,0.025614,0.256143,0.500000
F51009,1,0,1,0,0.320916,0.270485,0.032092,0.320916,0.500000
F51011,1,0,1,0,0.350600,0.279438,0.035060,0.350600,0.500000
F51013,1,0,1,0,0.536157,0.286959,0.053615,0.536157,0.500000
F51015,1,0,1,0,0.359645,0.279617,0.035964,0.359645,0.500000
F51017,1,0,1,0,0.259572,0.262943,0.025958,0.259572,0.500000
F51019,1,0,1,0,0.333145,0.274658,0.033315,0.333145,0.500000
F51023,1,0,1,0,0.271007,0.270001,0.027101,0.271007,0.500000
F51033,1,0,1,0,0.373538,0.278788,0.037353,0.373538,0.500000
F51041,1,0,1,0,0.407514,0.280204,0.040752,0.407514,0.500000
F51043,1,0,1,0,0.326427,0.280125,0.032643,0.326427,0.500000
F51045,1,0,1,0,0.265704,0.266528,0.026570,0.265704,0.500000
F51053,1,0,1,0,0.385349,0.274766,0.038535,0.385349,0.500000
F51057,1,0,1,0,0.390557,0.277879,0.039056,0.390557,0.500000
F51059,1,0,1,0,0.484925,0.284204,0.048492,0.484925,0.500000
F51061,1,0,1,0,0.358405,0.278682,0.035840,0.358405,0.500000
F51069,1,0,1,0,0.328024,0.275934,0.032803,0.328024,0.500000
F51071,1,0,1,0,0.291836,0.268557,0.029184,0.291836,0.500000
F51079,1,0,1,0,0.394880,0.279695,0.039487,0.394880,0.500000
F51085,1,0,1,0,0.389882,0.281796,0.038988,0.389882,0.500000
F51087,1,0,1,0,0.441521,0.286028,0.044153,0.441521,0.500000
F51091,1,0,1,0,0.319887,0.267872,0.031989,0.319887,0.500000
F51095,1,0,1,0,0.385458,0.273616,0.038546,0.385458,0.500000
F51099,1,0,1,0,0.384838,0.276725,0.038484,0.384838,0.500000
F51101,1,0,1,0,0.395530,0.279183,0.039553,0.395530,0.500000
