riverseg, landseg, area (acres) ***
JU5_7420_7160,A51163,21076.48
JU5_7420_7160,B51023,3852.66
JU5_7420_7160,B51163,2616.02
JU5_7420_7160,F51023,25305.61
JU5_7420_7160,F51163,14798.51
JU5_7500_7420,A51023,59580.05
JU5_7500_7420,B51023,3318.46
JU5_7500_7420,F51023,8443.28
JU5_7510_7500,A51023,13123.36
KU0_8980_0000,A51035,20974.88
KU0_8980_0000,A51141,25095.19
KU0_8980_0000,B51035,21803.87
KU0_8980_0000,B51141,7052.94
MN0_7790_0000,A51810,2697.40
MN0_7870_0000,A51810,66709.57
MN0_8040_0000,A51550,54289.50
MN0_8040_0000,A51800,57176.01
MN0_8300_0001,A51800,14526.51
MN1_7590_7860,A51093,30102.33
MN1_7590_7860,A51181,25314.88
MN1_7620_7710,A51053,73092.30
MN1_7620_7710,A51149,1366.43
MN1_7620_7710,A51183,4915.62
MN1_7620_7710,A51730,159.70
MN1_7730_8160,A51175,25694.66
MN1_7730_8160,A51183,43665.91
MN1_7990_8100,A51037,3552.68
MN1_7990_8100,A51111,31288.67
MN1_8240_0000,A51800,61633.05
MN2_7720_7830,A51053,70292.22
MN2_7720_7830,A51135,1154.81
MN2_7830_7950,A51053,68727.36
MN2_7830_7950,A51183,16908.58
MN2_7850_0000,A51550,43079.10
MN2_7850_0000,A51810,62577.54
MN2_8100_8190,A51037,2250.11
MN2_8100_8190,A51111,61163.60
MN2_8250_8190,A51037,6564.19
MN2_8250_8190,A51111,34311.02
MN2_8250_8190,A51117,26066.08
MN2_8530_8510,A37131,2344.49
MN2_8530_8510,A51025,35935.00
MN2_8530_8510,A51081,5646.41
MN3_7540_7680,A51053,2227.85
MN3_7540_7680,A51149,67894.00
MN3_7540_7680,A51181,70457.99
MN3_7540_7680,A51183,39796.10
MN3_7540_7680,A51730,4901.53
MN3_7680_7860,A51093,3909.00
MN3_7680_7860,A51175,7198.18
MN3_7680_7860,A51181,10734.90
MN3_7680_7860,A51183,487.68
MN3_7770_7930,A51025,22460.85
MN3_7770_7930,A51053,18469.46
MN3_7770_7930,A51111,64103.12
MN3_7770_7930,A51135,94592.39
MN3_7770_7930,A51147,9468.82
MN3_7860_8080,A51093,26520.93
MN3_7860_8080,A51175,12304.79
MN3_7930_8010,A51025,78073.69
MN3_7930_8010,A51053,38561.22
MN3_7930_8010,A51081,17371.48
MN3_7930_8010,A51111,401.45
MN3_7930_8010,A51183,22667.97
MN3_8010_7950,A51183,7945.71
MN3_8150_0000,A51550,68439.69
MN3_8150_0000,A51810,2173.26
MN3_8190_8260,A51025,57954.46
MN3_8190_8260,A51111,81460.88
MN3_8190_8260,A51117,41952.63
MN4_7710_8161,A51053,2499.11
MN4_7710_8161,A51149,23439.43
MN4_7710_8161,A51175,12679.62
MN4_7710_8161,A51183,125236.12
MN4_7810_8080,A51175,48311.65
MN4_7810_8080,A51181,2239.30
MN4_7810_8080,A51183,15467.56
MN4_7950_7710,A51183,7292.81
MN4_8080_8110,A51093,20300.34
MN4_8080_8110,A51175,2731.42
MN4_8080_8110,A51800,1148.05
MN4_8110_0000,A51093,21316.24
MN4_8110_0000,A51175,32308.10
MN4_8110_0000,A51620,4501.21
MN4_8110_0000,A51800,22542.40
MN4_8260_8400,A51025,112500.52
MN4_8260_8400,A51081,12384.52
MN4_8260_8400,A51111,4046.47
MN4_8260_8400,A51595,1034.76
MN4_8380_0000,A51081,814.78
MN4_8380_0000,A51175,72613.30
MN4_8400_8380,A51081,28129.24
MN4_8400_8380,A51175,9283.66
MN4_8400_8380,A51595,3267.76
MN4_8510_8380,A37131,28059.52
MN4_8510_8380,A51025,4016.71
MN4_8510_8380,A51081,77680.24
MN5_8160_0000,A51175,96017.15
MN5_8160_0000,A51620,806.36
MN5_8161_8160,A51175,15902.42
MN5_8230_8161,A51025,10050.39
MN5_8230_8161,A51081,47837.73
MN5_8230_8161,A51175,50530.61
MN5_8230_8161,A51183,31089.93
MN5_8230_8161,A51595,187.02
NR0_8310_0000,A51185,61670.02
NR0_8310_0000,B51185,20447.82
NR1_7880_8050,A51071,28199.41
NR1_7880_8050,A54063,289.51
NR1_7880_8050,B51071,1574.52
NR1_7880_8050,F54063,13.54
NR1_8030_8051,A51071,957.64
NR1_8030_8051,A54063,30907.65
NR1_8030_8051,B51071,2323.19
NR1_8820_8760,A51173,15703.01
NR1_8820_8760,A51197,51076.62
NR1_8820_8760,B51077,377.70
NR1_8820_8760,B51173,5305.53
NR1_8820_8760,B51197,16398.13
NR1_8960_8870,A51077,33161.02
NR1_8960_8870,B51077,20604.76
NR1_9030_9080,A51077,13312.47
NR1_9030_9080,B51077,35556.53
NR1_9150_9050,A37005,15888.03
NR1_9150_9050,A51077,6746.49
NR1_9150_9050,B37005,55661.12
NR2_8210_8180,A51021,84942.60
NR2_8210_8180,A51185,41065.10
NR2_8210_8180,B51071,1201.45
NR2_8210_8180,C51071,15603.26
NR2_8600_8700,A51173,653.62
NR2_8600_8700,A51197,163974.65
NR2_9250_9170,A37009,79868.16
NR2_9250_9170,A37189,7797.14
NR2_9250_9170,B37009,4620.25
NR3_8290_8170,A51021,114016.36
NR3_8290_8170,A51155,18565.22
NR3_8290_8170,B51071,8393.33
NR3_8290_8170,C51071,37126.62
NR3_8420_8430,A51063,166883.63
NR3_8420_8430,A51121,21790.76
NR3_8420_8430,A51155,11260.43
NR3_8430_7820,A51121,21342.66
NR3_8430_7820,A51155,3772.52
NR3_8690_8500,A51035,111883.59
NR3_8690_8500,A51063,55426.88
NR3_8690_8500,A51155,9028.81
NR3_8690_8500,A51197,377.48
NR3_8690_8500,B51141,108.17
NR3_8740_8500,A51035,45763.85
NR3_8740_8500,A51155,1976.66
NR3_8740_8500,A51197,5504.09
NR3_9170_9130,A37009,11762.78
NR3_9170_9130,A51077,667.46
NR3_9170_9130,B37009,26752.06
NR3_9170_9130,B51077,17022.18
NR3_9190_9170,A37009,22516.80
NR3_9190_9170,B37009,5529.19
NR3_9190_9170,B51077,7370.13
NR3_9240_9130,A37005,16979.45
NR3_9240_9130,A37009,14049.49
NR3_9240_9130,B37005,10411.18
NR3_9240_9130,B37009,40781.97
NR3_9310_9240,A37009,28171.93
NR3_9310_9240,A37189,66037.27
NR3_9310_9240,B37009,33046.57
NR4_9130_9080,A51077,14186.75
NR4_9130_9080,B37005,4578.48
NR4_9130_9080,B37009,4039.49
NR4_9130_9080,B51077,16242.48
NR5_8700_8640,A51197,9253.11
NR5_8760_8640,A51035,10267.87
NR5_8760_8640,A51197,27083.95
NR5_8870_8760,A51035,94981.85
NR5_8870_8760,A51077,47466.26
NR5_8870_8760,A51197,3024.09
NR5_8870_8760,A51640,5265.74
NR5_8870_8760,B37005,1280.95
NR5_8870_8760,B51077,1585.26
NR5_8870_8760,B51197,856.46
NR5_9050_8870,A51077,17008.70
NR5_9050_8870,B51077,1838.09
NR5_9080_9050,A37005,2139.22
NR5_9080_9050,A51077,34606.18
NR5_9080_9050,B37005,29690.39
NR5_9080_9050,B51077,14355.34
NR6_7820_7960,A51045,28611.77
NR6_7820_7960,A51071,45757.25
NR6_7820_7960,A51121,70001.42
NR6_7820_7960,A51155,52945.89
NR6_7820_7960,A51750,6553.87
NR6_7820_7960,B51071,16486.64
NR6_7960_8050,A51071,1278.38
NR6_7960_8050,B51071,3474.72
NR6_8000_0000,B51071,4637.88
NR6_8050_8051,A51071,6420.03
NR6_8050_8051,B51071,6745.46
NR6_8050_8051,C51071,3273.13
NR6_8051_8000,A51071,594.06
NR6_8051_8000,B51071,4355.63
NR6_8051_8000,C51071,2972.85
NR6_8170_7960,B51071,8064.08
NR6_8170_7960,C51071,13783.04
NR6_8180_8051,B51071,2523.12
NR6_8180_8051,C51071,7576.26
NR6_8500_7820,A51155,104412.91
NR6_8500_7820,A51197,8807.13
NR6_8640_8500,A51155,9404.63
NR6_8640_8500,A51197,8083.10
OD1_8910_8930,A37169,1015.82
OD1_8910_8930,A51141,46392.28
OD1_8910_8930,B51141,7181.90
OD1_9270_9110,A37067,29754.23
OD1_9270_9110,A37169,54928.45
OD2_8560_8630,A51063,2673.87
OD2_8560_8630,A51067,31508.56
OD2_8560_8630,A51089,5015.04
OD2_8560_8630,A51141,64392.89
OD2_8560_8630,B51067,10486.46
OD2_8560_8630,B51141,23159.96
OD2_8670_8890,A51089,9957.52
OD2_8670_8890,A51143,61507.99
OD2_8830_8710,A37145,43663.46
OD2_8830_8710,A51083,10761.70
OD2_8840_9020,A37169,9559.99
OD2_8840_9020,A37171,3562.19
OD2_8840_9020,A51141,29935.70
OD2_8840_9020,B51141,32235.22
OD2_8920_8830,A37001,365.65
OD2_8920_8830,A37033,61333.94
OD2_8920_8830,A37135,6161.85
OD2_8920_8830,A37145,62330.84
OD3_8340_8520,A51083,103198.20
OD3_8340_8520,A51143,246652.96
OD3_8520_8621,A51083,32185.91
OD3_8630_8720,A51067,26386.05
OD3_8630_8720,A51089,73261.20
OD3_8630_8720,A51141,2188.87
OD3_8630_8720,A51690,3493.41
OD3_8710_8470,A37077,668.65
OD3_8710_8470,A37145,41401.21
OD3_8710_8470,A51083,47430.89
OD3_8720_8900,A37157,6891.14
OD3_8720_8900,A51089,100360.23
OD3_8720_8900,A51690,3551.01
OD3_8850_8931,A51089,34511.93
OD3_8850_8931,A51141,35758.78
OD3_8930_8931,A37157,243.49
OD3_8930_8931,A37169,9931.99
OD3_8930_8931,A51089,4090.08
OD3_8930_8931,A51141,22939.40
OD3_8931_9140,A37157,30895.15
OD3_8931_9140,A37169,5288.42
OD3_8931_9140,A51089,2789.55
OD3_9020_9110,A37169,131109.89
OD3_9020_9110,A37171,5874.34
OD3_9020_9110,A51141,14529.60
OD4_8990_8900,A37157,56703.23
OD4_8990_8900,A51089,5691.28
OD4_9110_9140,A37067,27515.51
OD4_9110_9140,A37081,6966.78
OD4_9110_9140,A37157,27963.31
OD4_9110_9140,A37169,36210.70
OD4_9140_8990,A37081,281.19
OD4_9140_8990,A37157,56339.24
OD5_8770_8780,A37033,88935.28
OD5_8770_8780,A37157,38603.30
OD5_8770_8780,A51143,53687.90
OD5_8770_8780,A51590,19602.85
OD5_8780_8660,A37033,5088.44
OD5_8780_8660,A37145,2500.44
OD5_8780_8660,A51083,34296.66
OD5_8780_8660,A51143,26148.42
OD5_8890_8770,A51143,2648.74
OD5_8890_8770,A51590,3121.37
OD5_8900_8770,A37033,6745.59
OD5_8900_8770,A37157,77832.57
OD5_8900_8770,A51089,2824.33
OD5_8900_8770,A51143,41607.06
OD5_8900_8770,A51590,5326.26
OD5_8940_8780,A37033,86041.20
OD5_8940_8780,A37157,1778.31
OD6_8621_8470,A51083,9576.55
OD6_8660_8621,A51083,113692.72
OD6_8660_8621,A51143,17755.15
OR1_7700_7980,A51011,29429.40
OR1_7700_7980,A51037,33025.13
OR1_8280_8020,A51063,19166.71
OR1_8280_8020,A51121,36382.16
OR1_8280_8020,B51161,12364.99
OR1_8320_8271,A51067,50157.86
OR1_8320_8271,B51067,23095.67
OR2_7610_7780,A51019,24820.96
OR2_7610_7780,A51031,14586.99
OR2_7610_7780,A51515,4440.63
OR2_7610_7780,B51019,157686.29
OR2_7610_7780,F51019,1.40
OR2_7650_8070,A51019,39332.07
OR2_7650_8070,A51023,153.02
OR2_7650_8070,B51019,80412.98
OR2_7670_7840,A51011,27429.61
OR2_7670_7840,A51031,76133.54
OR2_7780_7890,A51031,46325.57
OR2_7780_7890,B51019,323.68
OR2_7840_7970,A51011,5987.43
OR2_7840_7970,A51031,39976.85
OR2_7840_7970,A51037,1605.81
OR2_7900_7740,A51161,40949.67
OR2_7900_7740,A51770,9287.53
OR2_7900_7740,A51775,9309.83
OR2_7900_7740,B51161,2679.52
OR2_8020_8130,A51121,83270.42
OR2_8020_8130,A51161,11127.36
OR2_8020_8130,B51161,385.75
OR2_8070_8120,A51031,2627.41
OR2_8070_8120,B51019,42293.17
OR2_8130_7900,A51121,1643.37
OR2_8130_7900,A51161,11198.69
OR2_8130_7900,B51161,4322.45
OR2_8450_8490,A51117,68837.70
OR2_8460_8271,A51067,168463.23
OR2_8460_8271,A51089,7508.41
OR2_8460_8271,A51143,44103.65
OR2_8460_8271,B51067,4395.71
OR3_7740_8271,A51023,42102.50
OR3_7740_8271,A51161,16932.58
OR3_7740_8271,A51770,18054.45
OR3_7740_8271,B51023,1848.69
OR3_7740_8271,B51161,5611.55
OR4_8120_7890,A51031,13763.25
OR4_8120_7890,A51143,32228.15
OR4_8271_8120,A51019,9303.25
OR4_8271_8120,A51031,2318.72
OR4_8271_8120,A51067,123091.15
OR4_8271_8120,A51143,58239.32
OR4_8271_8120,A51161,16414.28
OR4_8271_8120,A51770,123.17
OR4_8271_8120,B51019,69821.69
OR4_8271_8120,B51067,17820.26
OR4_8271_8120,B51161,21842.71
OR5_7890_7970,A51031,80185.40
OR5_7890_7970,A51083,16877.50
OR5_7890_7970,A51143,41524.47
OR5_7910_8410,A51037,140098.74
OR5_7910_8410,A51147,134.55
OR5_7970_8200,A51031,4300.92
OR5_7970_8200,A51037,25810.33
OR5_7970_8200,A51083,55790.86
OR5_7980_8200,A51037,32984.55
OR5_8200_8370,A51037,11665.06
OR5_8200_8370,A51083,13208.36
OR5_8370_8410,A51037,1910.50
OR5_8370_8410,A51083,12012.81
OR5_8410_8470,A51037,26812.99
OR5_8410_8470,A51083,59809.12
OR5_8410_8470,A51117,408.85
OR7_8470_8490,A37077,111400.22
OR7_8470_8490,A37145,5407.04
OR7_8470_8490,A37181,89723.56
OR7_8470_8490,A37185,3998.50
OR7_8470_8490,A51037,19374.22
OR7_8470_8490,A51083,22035.36
OR7_8470_8490,A51117,193956.72
OR7_8490_0000,A51025,43430.66
OR7_8490_0000,A51117,103530.32
PL0_4510_0001,A11001,1536.95
PL0_4510_0001,A24031,25871.29
PL0_4510_0001,A24033,5839.02
PL0_4510_0001,F11001,114.26
PL0_4510_0001,F24033,10.21
PL0_4961_0000,A24033,15913.98
PL0_4961_0000,F24033,817.31
PL0_5000_0001,A51059,18231.83
PL0_5000_0001,A51510,3179.70
PL0_5000_0001,A51610,858.59
PL0_5010_5130,A51059,11758.61
PL0_5010_5130,A51600,3561.12
PL0_5070_0001,A24033,22935.40
PL0_5070_0001,F24033,2023.79
PL0_5090_0000,A51059,2873.48
PL0_5090_0000,A51510,3372.89
PL0_5090_0000,F51510,2.19
PL0_5131_0000,A51059,22664.02
PL0_5131_0000,A51600,142.61
PL0_5131_0000,F51059,2938.37
PL0_5141_5140,A51061,34270.73
PL0_5141_5140,A51153,13381.25
PL0_5251_0000,A51059,10090.73
PL0_5251_0000,A51153,19314.31
PL0_5251_0000,F51059,2853.71
PL0_5251_0000,F51153,960.55
PL0_5252_0000,A51059,405.68
PL0_5252_0000,F51059,18.54
PL0_5253_0000,A51059,1.86
PL0_5253_0000,F51059,170.85
PL0_5290_0000,A24017,1133.09
PL0_5290_0000,A24033,1123.89
PL0_5290_0000,F24017,879.74
PL0_5290_0000,F24033,1836.75
PL0_5390_0000,A24017,5232.40
PL0_5390_0000,A24033,1445.39
PL0_5390_0000,F24017,613.44
PL0_5390_0000,F24033,186.80
PL0_5391_0000,A24017,5837.49
PL0_5391_0000,F24017,669.12
PL0_5392_0000,A24017,6239.35
PL0_5392_0000,F24017,529.45
PL0_5440_0000,A24017,15071.05
PL0_5440_0000,F24017,16.22
PL0_5450_0000,A24017,15803.21
PL0_5450_0000,F24017,60.99
PL0_5490_0001,A51153,2144.77
PL0_5490_0001,F51153,10453.01
PL0_5491_0000,A51153,16537.53
PL0_5491_0000,F51153,388.66
PL0_5492_0000,A51153,1090.87
PL0_5492_0000,F51153,1353.28
PL0_5493_0000,A51153,626.06
PL0_5493_0000,A51179,3701.80
PL0_5493_0000,F51153,8668.29
PL0_5493_0000,F51179,12639.68
PL0_5494_0000,A51179,355.37
PL0_5494_0000,F51179,652.02
PL0_5495_0000,A51179,612.08
PL0_5496_0000,A51153,610.59
PL0_5510_0001,A24017,24938.86
PL0_5510_0001,A24037,2819.14
PL0_5530_5710,A24017,7198.40
PL0_5540_5490,A51153,376.94
PL0_5540_5490,F51153,4348.10
PL0_5580_0000,A24017,14033.14
PL0_5580_0000,F24017,226.88
PL0_5581_0000,A24017,7045.02
PL0_5581_0000,F24017,1973.34
PL0_5582_0000,A24017,8992.86
PL0_5583_0000,A24017,6734.04
PL0_5584_0000,A24017,12570.86
PL0_5584_0000,F24017,377.55
PL0_5585_0000,A24017,6960.66
PL0_5670_0000,A24017,6012.80
PL0_5670_0000,A24037,10524.47
PL0_5671_0000,A24017,10054.50
PL0_5671_0000,A24037,2022.12
PL0_5672_0000,A24037,19314.42
PL0_5710_0001,A24017,2391.18
PL0_5720_0001,A24017,9651.03
PL0_5720_0001,F24017,19.32
PL0_5730_5690,A51061,1900.16
PL0_5730_5690,A51179,11450.53
PL0_5730_5690,F51061,761.40
PL0_5730_5690,F51179,7981.89
PL0_5750_0001,A24037,11877.75
PL0_5790_0000,A24017,17538.64
PL0_5791_0000,A24017,2389.35
PL0_5830_0001,A24037,18775.76
PL0_5850_0000,A51179,17922.14
PL0_5850_0000,F51179,492.78
PL0_5851_0000,A51179,135.43
PL0_5860_0000,A24017,700.62
PL0_5860_0000,F24017,1089.92
PL0_5900_0000,A51099,8802.67
PL0_5900_0000,A51179,52979.46
PL0_5901_0000,A51099,526.70
PL0_5902_0000,A51099,2714.20
PL0_5903_0000,A51099,324.84
PL0_5904_0000,A51099,6268.89
PL0_5920_0000,A51099,30750.72
PL0_5920_0000,F51099,3878.09
PL0_5921_0000,A51099,896.64
PL0_5922_0000,A51099,1231.42
PL0_5922_0000,F51099,215.58
PL0_5923_0000,A51099,543.70
PL0_5930_0000,A24017,7981.51
PL0_5930_0000,F24017,30.43
PL0_5950_0000,A24037,10073.37
PL0_5951_0000,A24037,4379.77
PL0_5952_0000,A24037,3353.13
PL0_5960_0000,A24037,10284.75
PL0_5961_0000,A24037,2421.28
PL0_5962_0000,A24037,3769.26
PL0_5980_0000,A24037,6776.26
PL0_5980_0000,F24037,537.40
PL0_5981_0000,A24037,10820.23
PL0_5981_0000,F24037,11.01
PL0_5982_0000,A24037,11285.17
PL0_5982_0000,F24037,295.68
PL0_5983_0000,A24037,1044.58
PL0_6020_0000,A24037,4011.32
PL0_6060_0000,A24037,13079.15
PL0_6100_0000,A51099,15798.17
PL0_6100_0000,A51193,28677.00
PL0_6100_0000,F51193,197.50
PL0_6101_0000,A51193,5230.20
PL0_6101_0000,F51193,323.09
PL0_6110_0000,A24037,7885.40
PL0_6110_0000,F24037,193.09
PL0_6130_0000,A51193,49298.27
PL0_6131_0000,A51193,1220.81
PL0_6140_0000,A51133,16160.01
PL0_6140_0000,A51193,19988.17
PL0_6141_0000,A51193,2174.65
PL0_6270_0000,A51133,33810.95
PL0_6271_0000,A51133,9983.40
PL0_6272_0000,A51133,2386.78
PL1_4460_4780,A11001,449.92
PL1_4460_4780,A24031,38330.89
PL1_4460_4780,F11001,414.84
PL1_4460_4780,F24031,736.98
PL1_4540_0001,A24031,12461.83
PL1_4540_0001,A24033,25252.30
PL1_4540_0001,F24031,675.77
PL1_4540_0001,F24033,9641.33
PL1_4780_0001,A11001,3349.78
PL1_4780_0001,A24031,205.42
PL1_4780_0001,F11001,1955.94
PL1_4780_0001,F51013,54.50
PL1_5060_0000,A24033,12859.31
PL1_5060_0000,F24033,2074.98
PL1_5061_0000,A24033,2372.79
PL1_5061_0000,F24033,1308.56
PL1_5130_0001,A51059,13489.62
PL1_5130_0001,F51059,3460.00
PL1_5230_0001,A24017,19884.56
PL1_5230_0001,A24033,13968.69
PL1_5230_0001,F24033,1687.23
PL1_5370_5470,A51061,59420.87
PL1_5370_5470,F51061,213.28
PL1_5690_0001,A51179,1014.13
PL1_5690_0001,F51153,497.82
PL1_5690_0001,F51179,12089.35
PL1_5910_0001,A24037,15685.55
PL1_5910_0001,F24037,22.53
PL2_4810_0000,A11001,7093.22
PL2_4810_0000,A24033,11044.98
PL2_4810_0000,F11001,2747.81
PL2_4810_0000,F24033,31.11
PL2_4811_0000,A11001,211.02
PL2_4811_0000,A24033,1970.31
PL2_4811_0000,F11001,26.19
PL2_4811_0000,F24033,1.89
PL2_4945_0000,A11001,10965.17
PL2_4945_0000,F11001,1838.15
PL2_4970_5250,A51059,50358.11
PL2_4970_5250,A51061,732.68
PL2_4970_5250,A51107,16011.47
PL2_4970_5250,A51153,43519.36
PL2_4970_5250,A51600,181.89
PL2_4970_5250,A51683,2775.57
PL2_4970_5250,A51685,1618.84
PL2_4970_5250,F51059,2509.24
PL2_4970_5250,F51107,2082.71
PL2_4970_5250,F51153,4729.25
PL2_5140_5360,A51061,5960.57
PL2_5140_5360,A51153,31448.63
PL2_5140_5360,A51683,3339.32
PL2_5300_5630,A24017,46687.16
PL2_5300_5630,A24033,4656.16
PL2_5470_5360,A51061,32918.26
PL2_5470_5360,A51153,19941.87
PL2_5470_5360,F51061,2612.65
PL2_5470_5360,F51153,10291.22
PL2_5630_0001,A24017,4864.57
PL2_5800_0000,A24017,4116.66
PL3_5250_0001,A51059,12789.22
PL3_5250_0001,A51153,9676.21
PL3_5360_5250,A51153,18082.81
PL3_5360_5250,A51683,302.86
PL3_5360_5250,F51153,5.65
PL7_4910_0000,A11001,1688.62
PL7_4910_0000,F11001,717.20
PL7_4911_0000,A51013,4330.62
PL7_4911_0000,A51059,6252.49
PL7_4911_0000,F51013,302.06
PL7_4911_0000,F51059,107.29
PL7_4940_0000,A11001,376.09
PL7_4940_0000,F11001,879.68
PL7_4941_0000,A51013,1444.40
PL7_4941_0000,F51013,1997.74
PL7_4942_0000,A11001,6.37
PL7_4942_0000,F11001,159.66
PL7_4960_0000,A11001,2619.15
PL7_4960_0000,A24033,5916.91
PL7_4960_0000,F11001,1035.17
PL7_4960_0000,F24033,959.24
PL7_4962_0000,A51013,7792.65
PL7_4962_0000,A51059,1285.41
PL7_4962_0000,A51510,1672.17
PL7_4962_0000,A51610,411.48
PL7_4962_0000,F51013,541.45
PL7_4962_0000,F51510,3.49
PL7_4963_0000,A51510,244.14
PL7_4963_0000,F51510,9.53
PL7_4964_0000,A51013,233.38
PL7_4964_0000,F51013,221.62
PL7_4964_0000,F51510,22.87
PL7_4965_0000,A51510,611.24
PL7_4965_0000,F51510,179.76
PL7_4980_0000,A51510,324.01
PL7_4980_0000,F51510,66.88
PL7_4980_0000,A24033,5556.66
PL7_4980_0000,F24033,402.12
PL7_4981_0000,A51059,15838.14
PL7_4981_0000,F51059,3138.76
PL7_4982_0000,A51059,315.04
PL7_4982_0000,F51059,276.02
PL7_4983_0000,A51059,404.90
PL7_4983_0000,F51059,19.99
PL7_4984_0000,F51059,90.00
PM0_4640_4820,A24031,16414.09
PM0_4640_4820,F24031,11.75
PM1_3120_3400,A24013,68969.85
PM1_3450_3400,A24013,35849.03
PM1_3450_3400,A24021,17476.47
PM1_3510_4000,B24021,42645.60
PM1_3510_4000,F24021,322.79
PM1_3710_4040,A24013,5431.81
PM1_3710_4040,A24021,51552.55
PM1_4000_4290,B24021,33770.85
PM1_4000_4290,F24021,254.67
PM1_4250_4500,A24031,64884.34
PM1_4250_4500,F24031,279.49
PM1_4430_4200,A51107,58995.21
PM1_4430_4200,F51107,214.81
PM1_4500_4580,A24031,17569.35
PM1_4500_4580,F24031,6.22
PM2_2860_3040,A24013,5536.89
PM2_2860_3040,A24021,1823.16
PM2_2860_3040,A42001,85211.33
PM2_2860_3040,B42001,13022.72
PM2_2860_3040,F42001,4884.27
PM2_3400_3340,A24013,718.78
PM2_3400_3340,A24021,375.82
PM2_4860_4670,A51061,46393.19
PM2_4860_4670,A51107,14625.30
PM2_4860_4670,B51061,15611.25
PM2_4860_4670,F51061,862.91
PM3_3040_3340,A24013,21636.36
PM3_3040_3340,A24021,18858.21
PM3_3040_3340,A42001,21015.38
PM3_3040_3340,A42055,1196.90
PM3_3040_3340,B24021,10470.06
PM3_3040_3340,B42001,20348.26
PM3_3040_3340,F24021,107.80
PM3_4660_4620,A51107,34796.39
PM3_4660_4620,F51107,4.19
PM3_4670_4660,A51061,33364.88
PM3_4670_4660,A51107,101366.56
PM3_4670_4660,F51107,88.90
PM4_3340_3341,A24021,52287.32
PM4_3340_3341,B24021,40001.70
PM4_3340_3341,F24021,5916.14
PM4_3341_4040,A24021,33995.82
PM4_3341_4040,B24021,4198.91
PM4_3341_4040,F24021,1149.87
PM4_4040_4410,A24021,72580.91
PM4_4040_4410,A24031,20145.75
PM4_4040_4410,B24021,4327.50
PM4_4040_4410,F24021,1370.39
PM4_4040_4410,F24031,36.00
PM7_4150_4290,A24043,9217.24
PM7_4150_4290,A51107,21027.47
PM7_4150_4290,B24021,11027.59
PM7_4150_4290,F24021,598.74
PM7_4150_4290,F24043,670.25
PM7_4150_4290,F51107,982.26
PM7_4200_4410,A24021,12640.98
PM7_4200_4410,A51107,7252.86
PM7_4200_4410,B24021,5587.14
PM7_4200_4410,F24021,800.27
PM7_4290_4200,A51107,1837.95
PM7_4290_4200,B24021,2291.86
PM7_4290_4200,F24021,259.49
PM7_4410_4620,A24021,446.92
PM7_4410_4620,A24031,28464.93
PM7_4410_4620,A51107,20084.83
PM7_4410_4620,F24031,1766.04
PM7_4580_4820,A24031,35589.96
PM7_4580_4820,A51059,54047.19
PM7_4580_4820,A51600,164.13
PM7_4580_4820,F24031,3095.41
PM7_4580_4820,F51059,1453.00
PM7_4620_4580,A24031,12495.02
PM7_4620_4580,A51059,14932.91
PM7_4620_4580,A51107,48578.56
PM7_4620_4580,F24031,575.09
PM7_4620_4580,F51059,277.13
PM7_4620_4580,F51107,5624.91
PM7_4820_0001,A11001,1164.36
PM7_4820_0001,A24031,4483.61
PM7_4820_0001,A51059,259.58
PM7_4820_0001,F11001,146.76
PM7_4820_0001,F24031,292.49
PM7_4820_0001,F51059,615.97
PS0_6150_6160,A51165,370.72
PS0_6150_6160,A51660,6894.35
PS0_6150_6160,F51660,2.59
PS0_6160_6161,A51165,17218.24
PS0_6160_6161,A51660,3796.21
PS1_4790_4830,A51069,32808.81
PS1_4790_4830,B51171,13548.80
PS1_4790_4830,F51069,5044.71
PS1_4790_4830,F51171,13835.69
PS1_4830_5080,A51069,18106.55
PS1_4830_5080,A51171,9892.69
PS1_4830_5080,A51187,477.74
PS1_4830_5080,B51171,5318.49
PS1_4830_5080,F51069,986.09
PS1_4830_5080,F51171,17.11
PS1_4830_5080,F51187,578.39
PS2_5550_5560,A51165,876.85
PS2_5550_5560,A54031,8489.23
PS2_5550_5560,B51165,52389.64
PS2_5550_5560,B51171,919.11
PS2_5550_5560,F51165,68494.34
PS2_5550_5560,F51171,676.35
PS2_5550_5560,F54031,2187.23
PS2_5560_5100,A51165,115661.73
PS2_5560_5100,A51171,53059.13
PS2_5560_5100,A51660,606.16
PS2_5560_5100,B51165,1476.20
PS2_5560_5100,B51171,11068.99
PS2_5560_5100,F51165,5418.79
PS2_5560_5100,F51171,3777.74
PS2_6420_6360,A51015,6101.29
PS2_6420_6360,A51165,5010.68
PS2_6420_6360,B51015,59.30
PS2_6420_6360,C51165,1.61
PS2_6420_6360,F51015,802.24
PS2_6420_6360,F51165,2521.53
PS2_6490_6420,A51015,22797.48
PS2_6490_6420,A51820,1512.15
PS2_6490_6420,B51015,3247.78
PS2_6490_6420,F51015,12686.35
PS2_6490_6420,F51165,502.98
PS2_6660_6490,A51015,1188.45
PS2_6660_6490,A51820,6632.10
PS2_6660_6490,B51015,5550.61
PS2_6660_6490,F51015,248.92
PS2_6730_6660,A51015,40883.39
PS2_6730_6660,A51820,938.93
PS2_6730_6660,B51015,7448.64
PS2_6730_6660,F51015,31991.37
PS2_6730_6660,F51820,37.86
PS3_5100_5080,A51171,103420.37
