TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
A51610,1,0,1,0,0.047926,0.200000,0.004793,0.047926,0.500000
A51620,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51630,1,0,1,0,0.046964,0.200000,0.004696,0.046964,0.500000
A51640,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51650,1,0,1,0,0.052992,0.200000,0.005299,0.052992,0.500000
A51660,1,0,1,0,0.041688,0.200000,0.004169,0.041688,0.500000
A51670,1,0,1,0,0.049474,0.200000,0.004947,0.049474,0.500000
A51678,1,0,1,0,0.046638,0.200000,0.004664,0.046638,0.500000
A51680,1,0,1,0,0.047745,0.200000,0.004775,0.047745,0.500000
A51683,1,0,1,0,0.047737,0.200000,0.004774,0.047737,0.500000
A51685,1,0,1,0,0.048049,0.200000,0.004805,0.048049,0.500000
A51690,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51700,1,0,1,0,0.052841,0.200000,0.005284,0.052841,0.500000
A51710,1,0,1,0,0.053436,0.200000,0.005344,0.053436,0.500000
A51720,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51730,1,0,1,0,0.048321,0.200000,0.004832,0.048321,0.500000
A51735,1,0,1,0,0.052745,0.200000,0.005275,0.052745,0.500000
A51740,1,0,1,0,0.053616,0.200000,0.005362,0.053616,0.500000
A51750,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51760,1,0,1,0,0.046729,0.200000,0.004673,0.046729,0.500000
A51770,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51775,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51790,1,0,1,0,0.043721,0.200000,0.004372,0.043721,0.500000
A51800,1,0,1,0,0.051422,0.200000,0.005142,0.051422,0.500000
A51810,1,0,1,0,0.053751,0.200000,0.005375,0.053751,0.500000
A51820,1,0,1,0,0.052893,0.200000,0.005289,0.052893,0.500000
A51830,1,0,1,0,0.053797,0.200000,0.005380,0.053797,0.500000
A51840,1,0,1,0,0.042485,0.200000,0.004248,0.042485,0.500000
A54003,1,0,1,0,0.041934,0.200000,0.004193,0.041934,0.500000
A54023,1,0,1,0,0.055266,0.200000,0.005527,0.055266,0.500000
A54027,1,0,1,0,0.040575,0.200000,0.004058,0.040575,0.500000
A54031,1,0,1,0,0.041997,0.200000,0.004200,0.041997,0.500000
A54037,1,0,1,0,0.041948,0.200000,0.004195,0.041948,0.500000
A54057,1,0,1,0,0.047145,0.200000,0.004715,0.047145,0.500000
A54063,1,0,1,0,0.042512,0.200000,0.004251,0.042512,0.500000
A54065,1,0,1,0,0.042975,0.200000,0.004298,0.042975,0.500000
A54071,1,0,1,0,0.038792,0.200000,0.003879,0.038792,0.500000
A54077,1,0,1,0,0.063630,0.200000,0.006363,0.063630,0.500000
A54093,1,0,1,0,0.068436,0.200000,0.006844,0.068436,0.500000
B24001,1,0,1,0,0.047326,0.200000,0.004733,0.047326,0.500000
B24021,1,0,1,0,0.047671,0.200000,0.004767,0.047671,0.500000
B37005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B37009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42001,1,0,1,0,0.052537,0.200000,0.005254,0.052537,0.500000
B42009,1,0,1,0,0.044644,0.200000,0.004464,0.044644,0.500000
B42015,1,0,1,0,0.047868,0.200000,0.004787,0.047868,0.500000
B42027,1,0,1,0,0.051255,0.200000,0.005125,0.051255,0.500000
B42035,1,0,1,0,0.048759,0.200000,0.004876,0.048759,0.500000
B42041,1,0,1,0,0.049170,0.200000,0.004917,0.049170,0.500000
B42043,1,0,1,0,0.047208,0.200000,0.004721,0.047208,0.500000
B42055,1,0,1,0,0.046247,0.200000,0.004625,0.046247,0.500000
B42079,1,0,1,0,0.053397,0.200000,0.005340,0.053397,0.500000
B42081,1,0,1,0,0.046085,0.200000,0.004608,0.046085,0.500000
B42119,1,0,1,0,0.046688,0.200000,0.004669,0.046688,0.500000
B42131,1,0,1,0,0.052600,0.200000,0.005260,0.052600,0.500000
B51003,1,0,1,0,0.052997,0.200000,0.005300,0.052997,0.500000
B51009,1,0,1,0,0.051827,0.200000,0.005183,0.051827,0.500000
B51015,1,0,1,0,0.050132,0.200000,0.005013,0.050132,0.500000
B51017,1,0,1,0,0.046260,0.200000,0.004626,0.046260,0.500000
B51019,1,0,1,0,0.046200,0.200000,0.004620,0.046200,0.500000
B51023,1,0,1,0,0.050956,0.200000,0.005096,0.050956,0.500000
B51035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51061,1,0,1,0,0.048710,0.200000,0.004871,0.048710,0.500000
B51067,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51079,1,0,1,0,0.053148,0.200000,0.005315,0.053148,0.500000
B51091,1,0,1,0,0.047230,0.200000,0.004723,0.047230,0.500000
B51105,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51113,1,0,1,0,0.051055,0.200000,0.005105,0.051055,0.500000
B51125,1,0,1,0,0.050879,0.200000,0.005088,0.050879,0.500000
B51139,1,0,1,0,0.046145,0.200000,0.004615,0.046145,0.500000
B51141,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51157,1,0,1,0,0.048816,0.200000,0.004882,0.048816,0.500000
B51161,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51163,1,0,1,0,0.047677,0.200000,0.004768,0.047677,0.500000
B51165,1,0,1,0,0.038551,0.200000,0.003855,0.038551,0.500000
B51167,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51171,1,0,1,0,0.043115,0.200000,0.004312,0.043115,0.500000
B51173,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51187,1,0,1,0,0.045863,0.200000,0.004586,0.045863,0.500000
B51191,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51195,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51197,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B54023,1,0,1,0,0.040159,0.200000,0.004016,0.040159,0.500000
B54031,1,0,1,0,0.038890,0.200000,0.003889,0.038890,0.500000
B54057,1,0,1,0,0.040573,0.200000,0.004057,0.040573,0.500000
B54071,1,0,1,0,0.043482,0.200000,0.004348,0.043482,0.500000
C42009,1,0,1,0,0.044079,0.200000,0.004408,0.044079,0.500000
C51015,1,0,1,0,0.044312,0.200000,0.004431,0.044312,0.500000
C51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
C51165,1,0,1,0,0.049151,0.200000,0.004915,0.049151,0.500000
F10005,1,0,1,0,0.051271,0.200000,0.005127,0.051271,0.500000
F11001,1,0,1,0,0.046290,0.200000,0.004629,0.046290,0.500000
F24001,1,0,1,0,0.042479,0.200000,0.004248,0.042479,0.500000
F24003,1,0,1,0,0.049162,0.200000,0.004916,0.049162,0.500000
F24005,1,0,1,0,0.048496,0.200000,0.004850,0.048496,0.500000
F24009,1,0,1,0,0.049140,0.200000,0.004914,0.049140,0.500000
F24013,1,0,1,0,0.049633,0.200000,0.004963,0.049633,0.500000
F24015,1,0,1,0,0.051808,0.200000,0.005181,0.051808,0.500000
F24017,1,0,1,0,0.047592,0.200000,0.004759,0.047592,0.500000
F24019,1,0,1,0,0.050252,0.200000,0.005025,0.050252,0.500000
F24021,1,0,1,0,0.044929,0.200000,0.004493,0.044929,0.500000
F24023,1,0,1,0,0.055658,0.200000,0.005566,0.055658,0.500000
F24025,1,0,1,0,0.052145,0.200000,0.005215,0.052145,0.500000
F24027,1,0,1,0,0.047123,0.200000,0.004712,0.047123,0.500000
F24029,1,0,1,0,0.050085,0.200000,0.005008,0.050085,0.500000
F24031,1,0,1,0,0.045008,0.200000,0.004501,0.045008,0.500000
F24033,1,0,1,0,0.046690,0.200000,0.004669,0.046690,0.500000
F24035,1,0,1,0,0.050633,0.200000,0.005063,0.050633,0.500000
F24037,1,0,1,0,0.048967,0.200000,0.004897,0.048967,0.500000
F24039,1,0,1,0,0.052178,0.200000,0.005218,0.052178,0.500000
F24041,1,0,1,0,0.050515,0.200000,0.005052,0.050515,0.500000
F24043,1,0,1,0,0.043288,0.200000,0.004329,0.043288,0.500000
F24045,1,0,1,0,0.052312,0.200000,0.005231,0.052312,0.500000
F24510,1,0,1,0,0.049600,0.200000,0.004960,0.049600,0.500000
F36003,1,0,1,0,0.042658,0.200000,0.004266,0.042658,0.500000
F36007,1,0,1,0,0.045074,0.200000,0.004507,0.045074,0.500000
F36015,1,0,1,0,0.040945,0.200000,0.004095,0.040945,0.500000
F36025,1,0,1,0,0.047093,0.200000,0.004709,0.047093,0.500000
F36101,1,0,1,0,0.037362,0.200000,0.003736,0.037362,0.500000
F42001,1,0,1,0,0.048049,0.200000,0.004805,0.048049,0.500000
F42009,1,0,1,0,0.046052,0.200000,0.004605,0.046052,0.500000
F42011,1,0,1,0,0.053315,0.200000,0.005332,0.053315,0.500000
F42013,1,0,1,0,0.045542,0.200000,0.004554,0.045542,0.500000
F42021,1,0,1,0,0.051373,0.200000,0.005137,0.051373,0.500000
F42027,1,0,1,0,0.047466,0.200000,0.004747,0.047466,0.500000
F42033,1,0,1,0,0.050540,0.200000,0.005054,0.050540,0.500000
F42035,1,0,1,0,0.054699,0.200000,0.005470,0.054699,0.500000
F42041,1,0,1,0,0.045523,0.200000,0.004552,0.045523,0.500000
F42043,1,0,1,0,0.048614,0.200000,0.004861,0.048614,0.500000
F42055,1,0,1,0,0.047027,0.200000,0.004703,0.047027,0.500000
F42061,1,0,1,0,0.043833,0.200000,0.004383,0.043833,0.500000
F42069,1,0,1,0,0.049458,0.200000,0.004946,0.049458,0.500000
F42071,1,0,1,0,0.049967,0.200000,0.004997,0.049967,0.500000
F42075,1,0,1,0,0.050370,0.200000,0.005037,0.050370,0.500000
F42079,1,0,1,0,0.053367,0.200000,0.005337,0.053367,0.500000
F42081,1,0,1,0,0.049266,0.200000,0.004927,0.049266,0.500000
F42087,1,0,1,0,0.048655,0.200000,0.004865,0.048655,0.500000
F42097,1,0,1,0,0.049389,0.200000,0.004939,0.049389,0.500000
F42107,1,0,1,0,0.054405,0.200000,0.005441,0.054405,0.500000
F42115,1,0,1,0,0.053195,0.200000,0.005319,0.053195,0.500000
F42117,1,0,1,0,0.041011,0.200000,0.004101,0.041011,0.500000
F42119,1,0,1,0,0.051978,0.200000,0.005198,0.051978,0.500000
F42133,1,0,1,0,0.047767,0.200000,0.004777,0.047767,0.500000
F51001,1,0,1,0,0.051660,0.200000,0.005166,0.051660,0.500000
F51003,1,0,1,0,0.050074,0.200000,0.005007,0.050074,0.500000
F51005,1,0,1,0,0.042195,0.200000,0.004219,0.042195,0.500000
F51009,1,0,1,0,0.049433,0.200000,0.004943,0.049433,0.500000
F51011,1,0,1,0,0.048132,0.200000,0.004813,0.048132,0.500000
F51013,1,0,1,0,0.048605,0.200000,0.004861,0.048605,0.500000
F51015,1,0,1,0,0.046088,0.200000,0.004609,0.046088,0.500000
F51017,1,0,1,0,0.045397,0.200000,0.004540,0.045397,0.500000
F51019,1,0,1,0,0.048542,0.200000,0.004854,0.048542,0.500000
F51023,1,0,1,0,0.043882,0.200000,0.004388,0.043882,0.500000
F51033,1,0,1,0,0.045874,0.200000,0.004587,0.045874,0.500000
F51041,1,0,1,0,0.048586,0.200000,0.004859,0.048586,0.500000
F51043,1,0,1,0,0.042956,0.200000,0.004296,0.042956,0.500000
F51045,1,0,1,0,0.042036,0.200000,0.004204,0.042036,0.500000
F51053,1,0,1,0,0.050951,0.200000,0.005095,0.050951,0.500000
F51057,1,0,1,0,0.048512,0.200000,0.004851,0.048512,0.500000
F51059,1,0,1,0,0.047953,0.200000,0.004795,0.047953,0.500000
F51061,1,0,1,0,0.045403,0.200000,0.004540,0.045403,0.500000
F51069,1,0,1,0,0.043608,0.200000,0.004361,0.043608,0.500000
