TABLE->,ICE-FLAG,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT2,SNOW-INIT2,SNOW-INIT2
A51147,1,37.22434923,506.42,0.05,1.3,1.71,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.71,0,0.9
A51149,1,37.17535402,110.18,0.05,1.3,1.15,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.15,0,0.9
A51153,1,38.72624148,287.03,0.05,1.3,1.4,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.4,0,0.9
A51155,1,37.06349436,2197.32,0.05,1.3,4.08,0.12,32,0.13,0.5,0.03,0.03,0.426,0,0,0.15,100,30,4.08,0,0.9
A51157,1,38.66831205,611.91,0.05,1.3,1.86,0.12,32,0.13,0.5,0.03,0.03,3.06,0,0,0.15,100,30,1.86,0,0.9
A51159,1,37.94164178,102.69,0.05,1.3,1.14,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.14,0,0.9
A51161,1,37.29702727,1578.27,0.05,1.3,3.22,0.12,32,0.13,0.5,0.03,0.03,0.048,0,0,0.15,100,30,3.22,0,0.9
A51163,1,37.82699064,1342.16,0.05,1.3,2.88,0.12,32,0.13,0.5,0.03,0.03,1.008,0,0,0.15,100,30,2.88,0,0.9
A51165,1,38.4633248,1253.12,0.05,1.3,2.76,0.12,32,0.13,0.5,0.03,0.03,1.554,0,0,0.15,100,30,2.76,0,0.9
A51167,1,36.90872121,2249.97,0.05,1.3,4.16,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.16,0,0.9
A51169,1,36.69337285,1688.82,0.05,1.3,3.37,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.37,0,0.9
A51171,1,38.83604231,958.59,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0.504,0,0,0.15,100,30,2.35,0,0.9
A51173,1,36.86290797,2565.67,0.05,1.3,4.6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.6,0,0.9
A51175,1,36.72040173,64.84,0.05,1.3,1.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.09,0,0.9
A51177,1,38.18220489,306.1,0.05,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51179,1,38.39598655,223.21,0.05,1.3,1.31,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.31,0,0.9
A51181,1,37.10834117,90.06,0.05,1.3,1.13,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.13,0,0.9
A51183,1,36.92173365,101.65,0.05,1.3,1.14,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.14,0,0.9
A51185,1,37.11166078,2776.15,0.05,1.3,4.9,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.9,0,0.9
A51187,1,38.94188964,606.1,0.05,1.3,1.85,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.85,0,0.9
A51191,1,36.73105388,2093.34,0.05,1.3,3.94,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.94,0,0.9
A51193,1,38.11052888,90.62,0.05,1.3,1.13,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.13,0,0.9
A51195,1,36.98790665,2220.59,0.05,1.3,4.12,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.12,0,0.9
A51197,1,36.92527559,2449.27,0.05,1.3,4.44,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.44,0,0.9
A51199,1,37.21525538,61.59,0.05,1.3,1.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.09,0,0.9
A51510,1,38.81866813,195.75,0.05,1.3,1.27,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.27,0,0.9
A51515,1,37.33776499,926.24,0.05,1.3,2.3,0.12,32,0.13,0.5,0.03,0.03,0.444,0,0,0.15,100,30,2.3,0,0.9
A51520,1,36.61295426,1809.66,0.05,1.3,3.54,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.54,0,0.9
A51530,1,37.73191208,955.64,0.05,1.3,2.34,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.34,0,0.9
A51540,1,38.03740045,386.18,0.05,1.3,1.54,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.54,0,0.9
A51550,1,36.67637797,12.98,0.05,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
A51570,1,37.26493482,25.69,0.05,1.3,1.04,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.04,0,0.9
A51580,1,37.77870316,1249.11,0.05,1.3,2.75,0.12,32,0.13,0.5,0.03,0.03,1.068,0,0,0.15,100,30,2.75,0,0.9
A51590,1,36.58318484,538.43,0.05,1.3,1.76,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.76,0,0.9
A51595,1,36.69526457,116.3,0.05,1.3,1.16,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.16,0,0.9
A51600,1,38.85338292,348.31,0.05,1.3,1.49,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.49,0,0.9
A51610,1,38.8843252,334.15,0.05,1.3,1.47,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.47,0,0.9
A51620,1,36.68299796,37.34,0.05,1.3,1.05,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.05,0,0.9
A51630,1,38.29968697,191.23,0.05,1.3,1.27,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.27,0,0.9
A51640,1,36.66619786,2491.16,0.05,1.3,4.5,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.5,0,0.9
A51650,1,37.05073694,9.51,0.05,1.3,1.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.01,0,0.9
A51660,1,38.4361808,1357.16,0.05,1.3,2.91,0.12,32,0.13,0.5,0.03,0.03,2.082,0,0,0.15,100,30,2.91,0,0.9
A51670,1,37.29030587,35.9,0.05,1.3,1.05,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.05,0,0.9
A51678,1,37.78245069,1081.62,0.05,1.3,2.52,0.12,32,0.13,0.5,0.03,0.03,0.954,0,0,0.15,100,30,2.52,0,0.9
A51680,1,37.40040091,764.4,0.05,1.3,2.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.07,0,0.9
A51683,1,38.74806897,234.71,0.05,1.3,1.33,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.33,0,0.9
A51685,1,38.77149101,252.98,0.05,1.3,1.36,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.36,0,0.9
A51690,1,36.68266232,891.75,0.05,1.3,2.25,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.25,0,0.9
A51700,1,37.09840215,48.52,0.05,1.3,1.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.07,0,0.9
A51710,1,36.88721135,5.36,0.05,1.3,1.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.01,0,0.9
A51720,1,36.93177586,2521.02,0.05,1.3,4.54,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.54,0,0.9
A51730,1,37.20283007,152.96,0.05,1.3,1.21,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.21,0,0.9
A51735,1,37.12993395,5.76,0.05,1.3,1.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.01,0,0.9
A51740,1,36.83531,9.94,0.05,1.3,1.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.01,0,0.9
A51750,1,37.12285174,1900.96,0.05,1.3,3.67,0.12,32,0.13,0.5,0.03,0.03,0.558,0,0,0.15,100,30,3.67,0,0.9
A51760,1,37.5298566,175.34,0.05,1.3,1.25,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.25,0,0.9
A51770,1,37.27819046,1056.89,0.05,1.3,2.48,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.48,0,0.9
A51775,1,37.28641834,1126.78,0.05,1.3,2.58,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.58,0,0.9
A51790,1,38.15876075,1427.74,0.05,1.3,3,0.12,32,0.13,0.5,0.03,0.03,2.292,0,0,0.15,100,30,3,0,0.9
A51800,1,36.69107733,55.78,0.05,1.3,1.08,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.08,0,0.9
A51810,1,36.72255202,7.72,0.05,1.3,1.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.01,0,0.9
A51820,1,38.06935779,1358.03,0.05,1.3,2.91,0.12,32,0.13,0.5,0.03,0.03,1.59,0,0,0.15,100,30,2.91,0,0.9
A51830,1,37.26993801,80.21,0.05,1.3,1.11,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.11,0,0.9
A51840,1,39.17327341,815.12,0.05,1.3,2.14,0.12,32,0.13,0.5,0.03,0.03,0.222,0,0,0.15,100,30,2.14,0,0.9
A54003,1,39.46405621,553.48,0.05,1.3,1.78,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,1.78,0,0.9
A54023,1,39.17526835,2339.24,0.05,1.3,4.28,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.28,0,0.9
A54027,1,39.3187238,1100.79,0.05,1.3,2.55,0.12,32,0.13,0.5,0.03,0.03,0.99,0,0,0.15,100,30,2.55,0,0.9
A54031,1,38.9921272,1671.34,0.05,1.3,3.35,0.12,32,0.13,0.5,0.03,0.03,3.552,0,0,0.15,100,30,3.35,0,0.9
A54037,1,39.30722423,514.14,0.05,1.3,1.72,0.12,32,0.13,0.5,0.03,0.03,0.126,0,0,0.15,100,30,1.72,0,0.9
A54057,1,39.40268298,1770.52,0.05,1.3,3.49,0.12,32,0.13,0.5,0.03,0.03,1.14,0,0,0.15,100,30,3.49,0,0.9
A54063,1,37.56414972,2138.68,0.05,1.3,4,0.12,32,0.13,0.5,0.03,0.03,1.926,0,0,0.15,100,30,4,0,0.9
A54065,1,39.56040455,770.82,0.05,1.3,2.08,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,2.08,0,0.9
A54071,1,38.65424575,2034.91,0.05,1.3,3.86,0.12,32,0.13,0.5,0.03,0.03,2.868,0,0,0.15,100,30,3.86,0,0.9
A54077,1,39.46929455,2069.85,0.05,1.3,3.91,0.12,32,0.13,0.5,0.03,0.03,4.212,0,0,0.15,100,30,3.91,0,0.9
A54093,1,39.11377608,2684.55,0.05,1.3,4.77,0.12,32,0.13,0.5,0.03,0.03,3.966,0,0,0.15,100,30,4.77,0,0.9
B24001,1,39.60373862,1546.03,0.05,1.3,3.17,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,3.17,0,0.9
B24021,1,39.49577041,641.83,0.05,1.3,1.9,0.12,32,0.13,0.5,0.03,0.03,0.144,0,0,0.15,100,30,1.9,0,0.9
B37005,1,36.50368217,2744.72,0.05,1.3,4.85,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.85,0,0.9
B37009,1,36.42241906,2930.45,0.05,1.3,5.11,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.11,0,0.9
B42001,1,39.90203096,968,0.05,1.3,2.36,0.12,32,0.13,0.5,0.03,0.03,1.608,0,0,0.15,100,30,2.36,0,0.9
B42009,1,40.0750798,1368.58,0.05,1.3,2.92,0.12,32,0.13,0.5,0.03,0.03,4.116,0,0,0.15,100,30,2.92,0,0.9
B42015,1,41.61610528,1557.57,0.05,1.3,3.19,0.12,32,0.13,0.5,0.03,0.03,4.998,0,0,0.15,100,30,3.19,0,0.9
B42027,1,40.98936846,1572.93,0.05,1.3,3.21,0.12,32,0.13,0.5,0.03,0.03,4.056,0,0,0.15,100,30,3.21,0,0.9
B42035,1,41.08300817,918.99,0.05,1.3,2.29,0.12,32,0.13,0.5,0.03,0.03,1.722,0,0,0.15,100,30,2.29,0,0.9
B42041,1,40.06445108,724.15,0.05,1.3,2.02,0.12,32,0.13,0.5,0.03,0.03,2.988,0,0,0.15,100,30,2.02,0,0.9
B42043,1,40.26473475,460.4,0.05,1.3,1.65,0.12,32,0.13,0.5,0.03,0.03,0.576,0,0,0.15,100,30,1.65,0,0.9
B42055,1,39.99060922,750.96,0.05,1.3,2.05,0.12,32,0.13,0.5,0.03,0.03,1.476,0,0,0.15,100,30,2.05,0,0.9
B42079,1,41.34408838,1359.55,0.05,1.3,2.91,0.12,32,0.13,0.5,0.03,0.03,4.188,0,0,0.15,100,30,2.91,0,0.9
B42081,1,41.23007183,853.4,0.05,1.3,2.2,0.12,32,0.13,0.5,0.03,0.03,3.516,0,0,0.15,100,30,2.2,0,0.9
B42119,1,40.96462723,571.57,0.05,1.3,1.8,0.12,32,0.13,0.5,0.03,0.03,4.416,0,0,0.15,100,30,1.8,0,0.9
B42131,1,41.45513166,1460.29,0.05,1.3,3.05,0.12,32,0.13,0.5,0.03,0.03,5.148,0,0,0.15,100,30,3.05,0,0.9
B51003,1,38.1530526,928.81,0.05,1.3,2.3,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.3,0,0.9
B51009,1,37.73016827,1451.85,0.05,1.3,3.04,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.04,0,0.9
B51015,1,38.01801497,1548.99,0.05,1.3,3.17,0.12,32,0.13,0.5,0.03,0.03,1.782,0,0,0.15,100,30,3.17,0,0.9
B51017,1,38.03265032,1588.98,0.05,1.3,3.23,0.12,32,0.13,0.5,0.03,0.03,1.776,0,0,0.15,100,30,3.23,0,0.9
B51019,1,37.28843009,888.08,0.05,1.3,2.25,0.12,32,0.13,0.5,0.03,0.03,0.312,0,0,0.15,100,30,2.25,0,0.9
B51023,1,37.46049851,1303.94,0.05,1.3,2.83,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.83,0,0.9
B51035,1,36.591454,1411.78,0.05,1.3,2.98,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.98,0,0.9
B51061,1,38.91293068,854.64,0.05,1.3,2.2,0.12,32,0.13,0.5,0.03,0.03,1.026,0,0,0.15,100,30,2.2,0,0.9
B51067,1,37.07167297,1939.39,0.05,1.3,3.72,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.72,0,0.9
B51071,1,37.30982142,1875.02,0.05,1.3,3.63,0.12,32,0.13,0.5,0.03,0.03,0.972,0,0,0.15,100,30,3.63,0,0.9
B51077,1,36.67023299,3561.46,0.05,1.3,6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,6,0,0.9
B51079,1,38.32179875,885.41,0.05,1.3,2.24,0.12,32,0.13,0.5,0.03,0.03,0.108,0,0,0.15,100,30,2.24,0,0.9
B51091,1,38.32078167,2315.79,0.05,1.3,4.25,0.12,32,0.13,0.5,0.03,0.03,2.814,0,0,0.15,100,30,4.25,0,0.9
B51105,1,36.81469996,2124.34,0.05,1.3,3.98,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.98,0,0.9
B51113,1,38.44096947,777.73,0.05,1.3,2.09,0.12,32,0.13,0.5,0.03,0.03,3.168,0,0,0.15,100,30,2.09,0,0.9
B51125,1,37.90349117,1229.72,0.05,1.3,2.73,0.12,32,0.13,0.5,0.03,0.03,2.46,0,0,0.15,100,30,2.73,0,0.9
B51139,1,38.56794099,1218.56,0.05,1.3,2.71,0.12,32,0.13,0.5,0.03,0.03,0.054,0,0,0.15,100,30,2.71,0,0.9
B51141,1,36.72536544,2447.42,0.05,1.3,4.44,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.44,0,0.9
B51157,1,38.73171334,844.46,0.05,1.3,2.19,0.12,32,0.13,0.5,0.03,0.03,3.12,0,0,0.15,100,30,2.19,0,0.9
B51161,1,37.19574148,1830.2,0.05,1.3,3.57,0.12,32,0.13,0.5,0.03,0.03,0.048,0,0,0.15,100,30,3.57,0,0.9
B51163,1,37.78149634,1092.51,0.05,1.3,2.53,0.12,32,0.13,0.5,0.03,0.03,1.008,0,0,0.15,100,30,2.53,0,0.9
B51165,1,38.6672485,1445.27,0.05,1.3,3.03,0.12,32,0.13,0.5,0.03,0.03,3.078,0,0,0.15,100,30,3.03,0,0.9
B51167,1,37.02551965,2288.31,0.05,1.3,4.21,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.21,0,0.9
B51169,1,36.82502425,2509.71,0.05,1.3,4.52,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.52,0,0.9
B51171,1,38.90050256,1178.63,0.05,1.3,2.65,0.12,32,0.13,0.5,0.03,0.03,0.654,0,0,0.15,100,30,2.65,0,0.9
B51173,1,36.71563284,3523.18,0.05,1.3,5.95,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.95,0,0.9
B51185,1,37.18613372,2562.78,0.05,1.3,4.6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.6,0,0.9
B51187,1,38.88328063,959.62,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0.408,0,0,0.15,100,30,2.35,0,0.9
B51191,1,36.64280455,3030.52,0.05,1.3,5.25,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.25,0,0.9
B51195,1,36.89061417,2932.42,0.05,1.3,5.12,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.12,0,0.9
B51197,1,36.78539121,2975.53,0.05,1.3,5.18,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.18,0,0.9
B54023,1,39.0380118,1227.05,0.05,1.3,2.72,0.12,32,0.13,0.5,0.03,0.03,2.118,0,0,0.15,100,30,2.72,0,0.9
B54031,1,39.04462886,1006.49,0.05,1.3,2.41,0.12,32,0.13,0.5,0.03,0.03,0.744,0,0,0.15,100,30,2.41,0,0.9
B54057,1,39.42359137,834.4,0.05,1.3,2.17,0.12,32,0.13,0.5,0.03,0.03,2.718,0,0,0.15,100,30,2.17,0,0.9
B54071,1,38.69631319,2486.24,0.05,1.3,4.49,0.12,32,0.13,0.5,0.03,0.03,3.528,0,0,0.15,100,30,4.49,0,0.9
C42009,1,39.95420094,1272.53,0.05,1.3,2.79,0.12,32,0.13,0.5,0.03,0.03,3.006,0,0,0.15,100,30,2.79,0,0.9
C51015,1,38.15523483,1683.25,0.05,1.3,3.36,0.12,32,0.13,0.5,0.03,0.03,2.982,0,0,0.15,100,30,3.36,0,0.9
C51071,1,37.25560571,2098.84,0.05,1.3,3.95,0.12,32,0.13,0.5,0.03,0.03,0.612,0,0,0.15,100,30,3.95,0,0.9
C51165,1,38.37058811,1348.35,0.05,1.3,2.89,0.12,32,0.13,0.5,0.03,0.03,1.29,0,0,0.15,100,30,2.89,0,0.9
F10005,1,38.65969654,32.81,0.05,1.3,1.05,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.05,0,0.9
F11001,1,38.90491779,78.34,0.05,1.3,1.11,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.11,0,0.9
F24001,1,39.57407644,544.34,0.05,1.3,1.76,0.12,32,0.13,0.5,0.03,0.03,0.558,0,0,0.15,100,30,1.76,0,0.9
F24003,1,39.05321764,116.77,0.05,1.3,1.16,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.16,0,0.9
F24005,1,39.3793673,471.48,0.05,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0.48,0,0,0.15,100,30,1.66,0,0.9
F24009,1,38.46127562,20.56,0.05,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
F24013,1,39.58771706,760.05,0.05,1.3,2.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.07,0,0.9
F24015,1,39.51335065,43.91,0.05,1.3,1.06,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.06,0,0.9
F24017,1,38.54424401,42.2,0.05,1.3,1.06,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.06,0,0.9
F24019,1,38.38476728,2.88,0.05,1.3,1,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1,0,0.9
F24021,1,39.37157057,313.36,0.05,1.3,1.44,0.12,32,0.13,0.5,0.03,0.03,0.084,0,0,0.15,100,30,1.44,0,0.9
F24023,1,39.42529959,1548.31,0.05,1.3,3.17,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.17,0,0.9
F24025,1,39.4180321,17.12,0.05,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
F24027,1,39.25440953,418.78,0.05,1.3,1.59,0.12,32,0.13,0.5,0.03,0.03,0.084,0,0,0.15,100,30,1.59,0,0.9
F24029,1,39.03228768,14.42,0.05,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
F24031,1,39.06246091,323.05,0.05,1.3,1.45,0.12,32,0.13,0.5,0.03,0.03,0.186,0,0,0.15,100,30,1.45,0,0.9
F24033,1,38.9030877,134.23,0.05,1.3,1.19,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.19,0,0.9
F24035,1,38.96040196,12.33,0.05,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
F24037,1,38.25938598,35.8,0.05,1.3,1.05,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.05,0,0.9
F24039,1,38.01213133,1.37,0.05,1.3,1,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1,0,0.9
F24041,1,38.75396218,39.37,0.05,1.3,1.06,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.06,0,0.9
F24043,1,39.51813722,423.04,0.05,1.3,1.59,0.12,32,0.13,0.5,0.03,0.03,0.822,0,0,0.15,100,30,1.59,0,0.9
F24045,1,38.37522312,29.53,0.05,1.3,1.04,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.04,0,0.9
F24510,1,39.27395902,13.12,0.05,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
F36003,1,42.38461998,1436.99,0.05,1.3,3.02,0.12,32,0.13,0.5,0.03,0.03,4.224,0,0,0.15,100,30,3.02,0,0.9
F36007,1,42.3612942,1089.67,0.05,1.3,2.53,0.12,32,0.13,0.5,0.03,0.03,2.742,0,0,0.15,100,30,2.53,0,0.9
F36015,1,42.13559191,899.79,0.05,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,2.628,0,0,0.15,100,30,2.26,0,0.9
F36025,1,42.3283915,1174.55,0.05,1.3,2.65,0.12,32,0.13,0.5,0.03,0.03,5.166,0,0,0.15,100,30,2.65,0,0.9
F36101,1,42.35492799,1326.47,0.05,1.3,2.86,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,2.86,0,0.9
F42001,1,39.8139734,542.35,0.05,1.3,1.76,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,1.76,0,0.9
F42009,1,40.03661333,1256.31,0.05,1.3,2.76,0.12,32,0.13,0.5,0.03,0.03,3.084,0,0,0.15,100,30,2.76,0,0.9
F42011,1,40.50988308,1158.12,0.05,1.3,2.63,0.12,32,0.13,0.5,0.03,0.03,1.2,0,0,0.15,100,30,2.63,0,0.9
F42013,1,40.43706686,1951.79,0.05,1.3,3.74,0.12,32,0.13,0.5,0.03,0.03,3.756,0,0,0.15,100,30,3.74,0,0.9
F42021,1,40.45885863,2357.51,0.05,1.3,4.31,0.12,32,0.13,0.5,0.03,0.03,4.26,0,0,0.15,100,30,4.31,0,0.9
F42027,1,41.01643661,669.16,0.05,1.3,1.94,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,1.94,0,0.9
F42033,1,40.94411675,1180.37,0.05,1.3,2.66,0.12,32,0.13,0.5,0.03,0.03,3.534,0,0,0.15,100,30,2.66,0,0.9
F42035,1,41.14360876,608.92,0.05,1.3,1.85,0.12,32,0.13,0.5,0.03,0.03,1.818,0,0,0.15,100,30,1.85,0,0.9
F42041,1,40.23988766,408.26,0.05,1.3,1.57,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,1.57,0,0.9
F42043,1,40.41825637,689.33,0.05,1.3,1.97,0.12,32,0.13,0.5,0.03,0.03,1.686,0,0,0.15,100,30,1.97,0,0.9
F42055,1,40.01840755,694.21,0.05,1.3,1.97,0.12,32,0.13,0.5,0.03,0.03,3.342,0,0,0.15,100,30,1.97,0,0.9
F42061,1,40.3597105,825.82,0.05,1.3,2.16,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.16,0,0.9
F42069,1,41.41069668,961.27,0.05,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,2.34,0,0,0.15,100,30,2.35,0,0.9
F42071,1,40.03282971,314.96,0.05,1.3,1.44,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.44,0,0.9
F42075,1,40.44293299,619.69,0.05,1.3,1.87,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.87,0,0.9
F42079,1,41.24262054,524.2,0.05,1.3,1.74,0.12,32,0.13,0.5,0.03,0.03,1.518,0,0,0.15,100,30,1.74,0,0.9
F42081,1,41.25346452,545.15,0.05,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,4.62,0,0,0.15,100,30,1.77,0,0.9
F42087,1,40.6170742,663.82,0.05,1.3,1.93,0.12,32,0.13,0.5,0.03,0.03,3.492,0,0,0.15,100,30,1.93,0,0.9
F42097,1,40.87236351,546.25,0.05,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,3.624,0,0,0.15,100,30,1.77,0,0.9
F42107,1,40.51144652,1092.92,0.05,1.3,2.53,0.12,32,0.13,0.5,0.03,0.03,1.596,0,0,0.15,100,30,2.53,0,0.9
F42115,1,41.8676848,1544.09,0.05,1.3,3.17,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,3.17,0,0.9
F42117,1,41.9563989,1178.23,0.05,1.3,2.65,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,2.65,0,0.9
F42119,1,40.9456881,545.71,0.05,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,1.77,0,0.9
