BMPFullane,BMP Shortname,Landuse_Type,HGMR,TN,TP,BOD,SED
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,CPDT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,CPLN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,CPLT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,CPUN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,CPUT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,ML_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,PCAN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,PCRN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,VRCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,high,VRSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,APCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,APSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,BR_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,CPDN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,CPDT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,CPLN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,CPLT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,CPUN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,CPUT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,ML_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,PCAN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,PCRN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,VRCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Aerial Soy Rye,ComCovCropEASR,low,VRSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,APCN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,APSN,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,BR_N,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,CPDN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,CPDT,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,CPLN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,CPLT,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,CPUN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,CPUT,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,ML_N,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,PCAN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,PCRN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,VRCN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,high,VRSN,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,APCN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,APSN,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,BR_N,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,CPDN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,CPDT,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,CPLN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,CPLT,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,CPUN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,CPUT,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,ML_N,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,PCAN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,PCRN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,VRCN,0.12,0,0.06,0
Commodity Cover Crop Early-Planting Aerial Soy Wheat,ComCovCropEASW,low,VRSN,0.09,0,0.045,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,APCN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,APSN,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,BR_N,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,CPDN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,CPDT,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,CPLN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,CPLT,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,CPUN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,CPUT,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,ML_N,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,PCAN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,PCRN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,VRCN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,high,VRSN,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,APCN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,APSN,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,BR_N,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,CPDN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,CPDT,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,CPLN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,CPLT,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,CPUN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,CPUT,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,ML_N,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,PCAN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,PCRN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,VRCN,0.07,0,0.035,0
Commodity Cover Crop Early-Planting Aerial Corn Wheat,ComCovCropEAW,low,VRSN,0.06,0,0.03,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,APCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,APSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,BR_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,CPDN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,CPDT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,CPLN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,CPLT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,CPUN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,CPUT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,ML_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,PCAN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,PCRN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,VRCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,high,VRSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,APCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,APSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,BR_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,CPDN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,CPDT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,CPLN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,CPLT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,CPUN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,CPUT,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,ML_N,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,PCAN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,PCRN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,VRCN,0.17,0,0.085,0
Commodity Cover Crop Early-Planting Drilled Barley,ComCovCropEDB,low,VRSN,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,APCN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,APSN,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,BR_N,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,CPDN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,CPDT,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,CPLN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,CPLT,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,CPUN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,CPUT,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,ML_N,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,PCAN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,PCRN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,VRCN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,high,VRSN,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,APCN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,APSN,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,BR_N,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,CPDN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,CPDT,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,CPLN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,CPLT,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,CPUN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,CPUT,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,ML_N,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,PCAN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,PCRN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,VRCN,0.25,0,0.125,0
Commodity Cover Crop Early Drilled Rye,ComCovCropEDR,low,VRSN,0.19,0,0.095,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,APCN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,APSN,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,BR_N,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,CPDN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,CPDT,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,CPLN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,CPLT,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,CPUN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,CPUT,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,ML_N,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,PCAN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,PCRN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,VRCN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,high,VRSN,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,APCN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,APSN,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,BR_N,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,CPDN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,CPDT,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,CPLN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,CPLT,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,CPUN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,CPUT,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,ML_N,0.13,0,0.065,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,PCAN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,PCRN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,VRCN,0.17,0,0.085,0
Commodity Cover Crop Early Drilled Wheat,ComCovCropEDW,low,VRSN,0.13,0,0.065,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,APCN,0.15,0,0.075,0
